"","zipcode","total_support"
"6853","20609",4839.96
"6854","20610",30
"6855","20611",12631.71
"6856","20612",1411.94
"6857","20613",74128.81
"6858","20615",3359.97
"6859","20616",57472.47
"6860","20617",5230.75
"6861","20618",8646.91
"6862","20619",68456.37
"6863","20620",15794.4
"6864","20621",6139.87
"6865","20622",19534.67
"6866","20623",11116.74
"6867","20624",2039.99
"6868","20625",2449.5
"6869","20626",2719.89
"6870","20628",2320
"6871","20630",2311.48
"6872","20632",1660
"6873","20634",67983.68
"6874","20636",45293.36
"6875","20637",25769.42
"6876","20639",45571.39
"6877","20640",116865.08
"6878","20645",1070
"6879","20646",135610.52
"6880","20650",79443.38
"6881","20653",409131.95
"6882","20656",800
"6883","20657",168146.86
"6884","20658",9659.92
"6885","20659",107226.38
"6886","20660",570
"6887","20662",29426.67
"6888","20664",29601.51
"6889","20667",7902.93
"6890","20670",2080
"6891","20674",3092.9
"6892","20675",9421
"6893","20676",15425.92
"6894","20677",9410.74
"6895","20678",128413.2
"6896","20680",5341.98
"6897","20684",6869.93
"6898","20685",30867.67
"6899","20686",490
"6900","20687",2199.48
"6901","20688",3455
"6902","20689",7445.1
"6903","20690",3729.99
"6904","20692",3179.9
"6905","20693",1910
"6906","20695",57066.28
"6907","20701",2358.35
"6908","20703",60
"6909","20704",60
"6910","20705",169013.67
"6911","20706",394489.9
"6912","20707",232101.99
"6913","20708",245558.96
"6914","20709",350
"6915","20710",145357.26
"6916","20711",61231.47
"6917","20712",76081.01
"6918","20714",29945.53
"6919","20715",80536.54
"6920","20716",110536
"6921","20718",50
"6922","20720",99542.15
"6923","20721",121489.8
"6924","20722",55669.09
"6925","20723",125826.39
"6926","20724",91366.02
"6927","20725",759.99
"6928","20726",0
"6929","20732",56198.91
"6930","20733",9709.58
"6931","20735",243340.93
"6932","20736",27595.98
"6933","20737",207050.58
"6934","20740",142505.55
"6935","20742",939.99
"6936","20743",765615.23
"6937","20744",375643.09
"6938","20745",441510.28
"6939","20746",543165.35
"6940","20747",714910.34
"6941","20748",525222.61
"6942","20751",8049.39
"6943","20752",60
"6944","20754",16579.24
"6945","20755",20566.2
"6946","20758",2080.74
"6947","20759",5618.88
"6948","20762",4599.05
"6949","20763",15473.52
"6950","20764",14952.27
"6951","20765",1430
"6952","20768",30
"6953","20769",32825.08
"6954","20770",303596.21
"6955","20771",120
"6956","20772",260151.18
"6957","20773",0
"6958","20774",361287.6
"6959","20775",220
"6960","20776",21684.03
"6961","20777",3532.39
"6962","20778",3239.73
"6963","20779",3740
"6964","20781",106157.87
"6965","20782",237496.14
"6966","20783",261543.9
"6967","20784",349249.5
"6968","20785",612393.05
"6969","20790",120
"6970","20791",150
"6971","20792",60
"6972","20794",82565.79
"6973","20799",230
"6974","20810",30
"6975","20811",310
"6976","20812",445.5
"6977","20814",69478.1
"6978","20815",36724.65
"6979","20816",16288.68
"6980","20817",52441.02
"6981","20818",2330
"6982","20832",69641.02
"6983","20833",9921.14
"6984","20837",13425.55
"6985","20839",350
"6986","20841",23825.01
"6987","20842",7063.32
"6988","20847",0
"6989","20848",630
"6990","20849",120
"6991","20850",266142.99
"6992","20851",67350.45
"6993","20852",186332.26
"6994","20853",96774.45
"6995","20854",51352.14
"6996","20855",59151.51
"6997","20860",9116.09
"6998","20861",3599.11
"6999","20862",1169.75
"7000","20866",73537.5
"7001","20868",1639.95
"7002","20871",115527.84
"7003","20872",61410.75
"7004","20874",471549.06
"7005","20875",679.99
"7006","20876",168265.28
"7007","20877",325237.94
"7008","20878",231336.41
"7009","20879",171973.11
"7010","20880",974.88
"7011","20882",25249.22
"7012","20884",130
"7013","20886",259281.08
"7014","20889",120
"7015","20892",0
"7016","20895",47393.24
"7017","20896",240
"7018","20898",310
"7019","20901",170681.59
"7020","20902",270789.42
"7021","20903",128909.63
"7022","20904",451743.52
"7023","20905",53856.03
"7024","20906",368048.91
"7025","20907",250
"7026","20910",351564.38
"7027","20912",175034.9
"7028","20913",370
"7029","21001",431876.18
"7030","21005",2409.7
"7031","21009",168099.71
"7032","21012",42632.89
"7033","21013",4748
"7034","21014",151598.17
"7035","21015",99688.83
"7036","21017",42860.99
"7037","21028",11552.35
"7038","21029",13805.88
"7039","21030",186190.47
"7040","21031",300
"7041","21032",37620.79
"7042","21034",21681.1
"7043","21035",10616.8
"7044","21036",1409.99
"7045","21037",52903.94
"7046","21040",543460.09
"7047","21041",60
"7048","21042",74237.13
"7049","21043",174715.78
"7050","21044",305477.8
"7051","21045",284571.61
"7052","21046",97226.19
"7053","21047",20325.71
"7054","21048",37979.06
"7055","21050",41549.28
"7056","21052",4814.83
"7057","21053",8300.42
"7058","21054",30508.1
"7059","21057",5049.2
"7060","21060",395139.75
"7061","21061",685381.89
"7062","21071",359.9
"7063","21074",57212.6
"7064","21075",195739.33
"7065","21076",81456.01
"7066","21077",1719.94
"7067","21078",195852.63
"7068","21082",1120
"7069","21084",13726.98
"7070","21085",121540.54
"7071","21087",14683.1
"7072","21090",55508.4
"7073","21093",95281.62
"7074","21094",90
"7075","21102",52084.32
"7076","21104",5386.02
"7077","21106",210
"7078","21108",63344.7
"7079","21111",5083
"7080","21113",154261.9
"7081","21114",60437.25
"7082","21117",501869.8
"7083","21120",11844.83
"7084","21122",360436.24
"7085","21128",49056.76
"7086","21130",3109.3
"7087","21131",7184.64
"7088","21132",6561.63
"7089","21133",395926.18
"7090","21136",313932.08
"7091","21140",5519.79
"7092","21144",264594.94
"7093","21146",50947.45
"7094","21150",90
"7095","21152",14737.24
"7096","21153",1901.99
"7097","21154",29202.18
"7098","21155",6185.88
"7099","21156",780
"7100","21157",298156.9
"7101","21158",86341.14
"7102","21160",10711.94
"7103","21161",11252.62
"7104","21162",29471.3
"7105","21163",20182.59
"7106","21201",809298.74
"7107","21202",1061807.57
"7108","21203",1580
"7109","21204",86020.22
"7110","21205",786658.92
"7111","21206",1480452.91
"7112","21207",1049301.27
"7113","21208",375551.95
"7114","21209",242186.86
"7115","21210",29619.22
"7116","21211",262286.55
"7117","21212",616594.92
"7118","21213",1634264.99
"7119","21214",404464.93
"7120","21215",2516606.11
"7121","21216",1530813.35
"7122","21217",2018147.76
"7123","21218",1845982.53
"7124","21219",97683.96
"7125","21220",721424.89
"7126","21221",1007225.63
"7127","21222",1392560.46
"7128","21223",1394766.09
"7129","21224",881878.79
"7130","21225",1329772.76
"7131","21226",177569.99
"7132","21227",513506.95
"7133","21228",324947.87
"7134","21229",1547378.02
"7135","21230",693818.37
"7136","21231",675674.31
"7137","21233",450
"7138","21234",840227.3
"7139","21236",305469.75
"7140","21237",419860.67
"7141","21239",680465.29
"7142","21244",530585.3
"7143","21250",130
"7144","21251",500
"7145","21263",28
"7146","21282",140
"7147","21286",157131.67
"7148","21287",1670
"7149","21297",100
"7150","21298",429.6
"7151","21401",312276.65
"7152","21402",420
"7153","21403",228657.09
"7154","21404",240
"7155","21409",49979.15
"7156","21502",766213.6
"7157","21520",21457.38
"7158","21521",14187.09
"7159","21523",3799.99
"7160","21524",2061.99
"7161","21528",30
"7162","21529",5145.73
"7163","21530",13899.23
"7164","21531",28478.25
"7165","21532",167782.28
"7166","21536",38228.62
"7167","21538",4651.99
"7168","21539",41178.7
"7169","21540",1350
"7170","21541",11637.98
"7171","21542",1088.75
"7172","21543",2149.59
"7173","21545",15627.38
"7174","21550",165870.32
"7175","21555",12279.95
"7176","21556",420
"7177","21557",21664.61
"7178","21561",22775.92
"7179","21562",53452.31
"7180","21601",168259.49
"7181","21607",2019.99
"7182","21609",150
"7183","21610",2195.52
"7184","21612",1099.98
"7185","21613",514122.05
"7186","21617",52122.95
"7187","21619",35163.5
"7188","21620",109139.04
"7189","21622",1460.75
"7190","21623",7969.93
"7191","21624",672
"7192","21625",8520.39
"7193","21626",580
"7194","21627",440
"7195","21628",6879.96
"7196","21629",101908.42
"7197","21631",17522.38
"7198","21632",108645.65
"7199","21634",1471.93
"7200","21635",8629.28
"7201","21636",8832.39
"7202","21638",33994.62
"7203","21639",47296.13
"7204","21640",12476.76
"7205","21641",2729.45
"7206","21643",87561.15
"7207","21644",160
"7208","21645",2251.97
"7209","21647",2929.92
"7210","21648",2300
"7211","21649",13410.2
"7212","21650",559.98
"7213","21651",20189.82
"7214","21652",120
"7215","21653",450
"7216","21654",2109.98
"7217","21655",32449.67
"7218","21657",6728.78
"7219","21658",18152.02
"7220","21659",5522.48
"7221","21660",30245.65
"7222","21661",25151.83
"7223","21662",2689.98
"7224","21663",16114.88
"7225","21664",2458.82
"7226","21665",450
"7227","21666",30649.91
"7228","21667",939.99
"7229","21668",9681.45
"7230","21669",670
"7231","21671",4779.99
"7232","21672",3180
"7233","21673",26997.1
"7234","21675",300
"7235","21676",880
"7236","21677",1812
"7237","21678",20639.81
"7238","21679",739.99
"7239","21701",356266.94
"7240","21702",328137.15
"7241","21703",253596.62
"7242","21704",60401.91
"7243","21705",410
"7244","21710",7278.09
"7245","21711",5329.97
"7246","21713",46945.46
"7247","21714",519.3
"7248","21715",60
"7249","21716",44274.91
"7250","21717",308.61
"7251","21718",410
"7252","21719",14683.64
"7253","21720",610.7
"7254","21722",35059.93
"7255","21723",1630
"7256","21727",36059.33
"7257","21733",6422.62
"7258","21734",13298.42
"7259","21737",1579.75
"7260","21738",2060
"7261","21740",1525735.03
"7262","21741",300
"7263","21742",259878.34
"7264","21746",150
"7265","21750",49466.47
"7266","21754",12829.03
"7267","21755",13474.22
"7268","21756",14303.7
"7269","21757",9533.71
"7270","21758",16961.47
"7271","21759",90
"7272","21762",1987.55
"7273","21765",90
"7274","21766",3278.99
"7275","21767",15375.51
"7276","21769",23549.8
"7277","21770",13874.42
"7278","21771",62679.42
"7279","21773",10859.29
"7280","21774",19795.08
"7281","21775",150
"7282","21776",23885.31
"7283","21777",4607.94
"7284","21778",3610
"7285","21779",2179.47
"7286","21780",8508.94
"7287","21782",24610.94
"7288","21783",51614.49
"7289","21784",115057.29
"7290","21787",101898.34
"7291","21788",62660.56
"7292","21790",839.99
"7293","21791",32668.78
"7294","21793",59190.81
"7295","21794",4439.98
"7296","21795",85823.96
"7297","21797",17549.27
"7298","21798",11022.43
"7299","21801",725324.98
"7300","21802",60
"7301","21803",450
"7302","21804",779590.22
"7303","21810",0
"7304","21811",186133.22
"7305","21813",18680.33
"7306","21814",2089.75
"7307","21817",252257.37
"7308","21821",11803.5
"7309","21822",52027.81
"7310","21824",950
"7311","21826",116856.57
"7312","21829",5107.3
"7313","21830",30777.39
"7314","21835",10489.22
"7315","21837",34421.5
"7316","21838",33895.99
"7317","21840",4086.15
"7318","21841",10494.47
"7319","21842",95397.04
"7320","21849",36335.34
"7321","21850",31203.39
"7322","21851",177145.71
"7323","21853",301210.22
"7324","21856",10869.25
"7325","21861",5244.59
"7326","21862",2169.99
"7327","21863",81840.32
"7328","21864",7556.75
"7329","21865",5099.9
"7330","21869",11783.3
"7331","21871",22860.22
"7332","21872",6781.98
"7333","21874",23942.97
"7334","21875",99072.46
"7335","21890",30
"7336","21901",210666.39
"7337","21902",10297.37
"7338","21903",74074.11
"7339","21904",63380.55
"7340","21911",79793.89
"7341","21912",5558.73
"7342","21913",8626.78
"7343","21914",10314.09
"7344","21915",21450.39
"7345","21916",180
"7346","21917",8010.05
"7347","21918",36003.44
"7348","21919",19866.96
"7349","21920",4479.3
"7350","21921",629502.97
"7351","21930",120
"7352","22003",282584.46
"7353","22015",88867.91
"7354","22025",51766.08
"7355","22026",139153.37
"7356","22027",980
"7357","22030",182834.91
"7358","22031",175232.72
"7359","22032",42942.61
"7360","22033",118768.9
"7361","22035",1280
"7362","22039",10067.89
"7363","22041",295972.2
"7364","22042",177182.57
"7365","22043",72087.4
"7366","22044",108834.87
"7367","22046",42675.83
"7368","22060",23455.46
"7369","22066",14661.47
"7370","22079",160195.16
"7371","22082",0
"7372","22101",41395.76
"7373","22102",59949.33
"7374","22103",120
"7375","22116",210
"7376","22124",23868.83
"7377","22125",900
"7378","22134",10263.36
"7379","22150",120627.5
"7380","22151",52822.32
"7381","22152",61424.44
"7382","22153",66123.47
"7383","22160",300
"7384","22172",109052.32
"7385","22180",48621.56
"7386","22181",24580.93
"7387","22182",76487.16
"7388","22191",504232.71
"7389","22192",230055.29
"7390","22193",430643.98
"7391","22195",210
"7392","22199",469.99
"7393","22201",94648.56
"7394","22202",58807.15
"7395","22203",154619.05
"7396","22204",386610.29
"7397","22205",33420.93
"7398","22206",126426.35
"7399","22207",36972.64
"7400","22209",104435.41
"7401","22211",330
"7402","22213",2737.98
"7403","22240",160
"7404","22301",35414.59
"7405","22302",83364.99
"7406","22303",102121.86
"7407","22304",423005.7
"7408","22305",116718.33
"7409","22306",346238.93
"7410","22307",31282.96
"7411","22308",9897.25
"7412","22309",250466.93
"7413","22310",77086.4
"7414","22311",193630.9
"7415","22312",241729.98
"7416","22313",400
"7417","22314",209252.63
"7418","22315",74487.73
"7419","22331",30
"7420","22333",360
"7421","22401",620236.02
"7422","22402",90
"7423","22404",430
"7424","22405",213846.42
"7425","22406",162187.97
"7426","22407",392951.06
"7427","22408",275058.49
"7428","22427",54289.89
"7429","22432",7435.02
"7430","22433",1580
"7431","22435",38938.29
"7432","22436",13710.19
"7433","22437",11684.99
"7434","22438",9672
"7435","22443",133522.25
"7436","22446",60
"7437","22448",770
"7438","22454",28909.93
"7439","22460",30770
"7440","22469",47373.18
"7441","22472",740
"7442","22473",99718.4
"7443","22476",9659.98
"7444","22480",2100
"7445","22482",35674.77
"7446","22485",201766.15
"7447","22488",25707.09
"7448","22501",180
"7449","22503",75028.72
"7450","22504",3290
"7451","22507",299.99
"7452","22508",71437.01
"7453","22509",720
"7454","22511",16849.99
"7455","22514",23300.03
"7456","22517",150
"7457","22520",95629.4
"7458","22528",60
"7459","22529",280
"7460","22534",21509.12
"7461","22535",5239.99
"7462","22538",5198.99
"7463","22539",20439.93
"7464","22542",11119.58
"7465","22546",173899.97
"7466","22548",520
"7467","22551",178207.52
"7468","22553",93574.03
"7469","22554",273313.52
"7470","22556",139973.25
"7471","22560",233329.94
"7472","22565",640
"7473","22567",21244.08
"7474","22572",120939.49
"7475","22576",26904.11
"7476","22577",430
"7477","22578",19029.78
"7478","22580",58567.29
"7479","22601",366403.39
"7480","22602",169287.81
"7481","22603",97197.02
"7482","22604",90
"7483","22610",14812.4
"7484","22611",39117.4
"7485","22620",6603.36
"7486","22623",5069.98
"7487","22624",13227.57
"7488","22625",15979.11
"7489","22627",2844.34
"7490","22630",355848.41
"7491","22637",10874.59
"7492","22639",1463
"7493","22640",2639.66
"7494","22641",1720
"7495","22642",16997.27
"7496","22643",1390
"7497","22644",19748.81
"7498","22645",26478.06
"7499","22646",959.99
"7500","22649",120
"7501","22650",8029.46
"7502","22652",9330
"7503","22654",4959.99
"7504","22655",121111.89
"7505","22656",21347.08
"7506","22657",102815.16
"7507","22660",17509.97
"7508","22663",9756.24
"7509","22664",118410.08
"7510","22701",298812.88
"7511","22709",4434.89
"7512","22711",880
"7513","22712",60263.17
"7514","22713",4319.97
"7515","22714",6215.06
"7516","22715",8318.49
"7517","22716",2919.99
"7518","22718",2819.98
"7519","22719",1660
"7520","22720",1310
"7521","22722",1393.86
"7522","22723",60
"7523","22724",8578.42
"7524","22726",2959.99
"7525","22727",34345.54
"7526","22728",9374.28
"7527","22729",2329.76
"7528","22730",30
"7529","22731",779.6
"7530","22732",4424.69
"7531","22733",5879.98
"7532","22734",22823.68
"7533","22735",12698.14
"7534","22736",2772
"7535","22737",14428.37
"7536","22738",5040
"7537","22740",4189.25
"7538","22741",1500
"7539","22742",6350
"7540","22743",660
"7541","22747",4038.05
"7542","22748",60
"7543","22749",600
"7544","22801",214436.38
"7545","22802",323710.46
"7546","22803",160
"7547","22807",325
"7548","22810",4800
"7549","22811",3100
"7550","22812",36230.54
"7551","22815",59190.97
"7552","22820",1030
"7553","22821",26783.47
"7554","22824",58529.88
"7555","22827",105340.55
"7556","22830",13454.93
"7557","22831",7192.26
"7558","22832",3974.55
"7559","22834",6464.13
"7560","22835",141118.93
"7561","22840",19834.08
"7562","22841",12963.74
"7563","22842",58684.91
"7564","22843",12629.96
"7565","22844",43080.43
"7566","22845",150
"7567","22846",13017.68
"7568","22847",8159.99
"7569","22849",48578.48
"7570","22850",5726.6
"7571","22851",99970.45
"7572","22853",45924.44
"7573","22901",300880.32
"7574","22902",260293.39
"7575","22903",329186.38
"7576","22904",1020
"7577","22905",130
"7578","22906",30
"7579","22909",130
"7580","22911",73581.23
"7581","22920",25638.3
"7582","22922",26818.77
"7583","22923",23671.02
"7584","22924",0
"7585","22931",1530
"7586","22932",42387.94
"7587","22935",6357.74
"7588","22936",11513.96
"7589","22937",13023
"7590","22938",11656.67
"7591","22939",31720.53
"7592","22940",2629.98
"7593","22942",74738.94
"7594","22943",3639.45
"7595","22946",3090
"7596","22947",13049.95
"7597","22948",1209.99
"7598","22949",20662.86
"7599","22952",17798.67
"7600","22958",6239.21
"7601","22959",8919.94
"7602","22960",125739.79
"7603","22963",89615.48
"7604","22964",771.48
"7605","22967",12002.87
"7606","22968",93471.49
"7607","22969",13780.31
"7608","22971",24108.66
"7609","22972",1809.52
"7610","22973",49767.64
"7611","22974",25544
"7612","22976",962.26
"7613","22980",461022.58
"7614","23002",84353.26
"7615","23003",160
"7616","23004",21213.84
"7617","23005",135558.17
"7618","23009",51772.6
"7619","23011",7679.99
"7620","23015",20258.71
"7621","23021",1281.45
"7622","23022",12094.44
"7623","23023",4769.99
"7624","23024",50307.74
"7625","23025",3959.99
"7626","23027",19584.78
"7627","23030",92715.87
"7628","23032",2709.99
"7629","23035",13260.38
"7630","23038",19132.9
"7631","23039",3480
"7632","23040",86406.6
"7633","23043",11479.8
"7634","23045",2490
"7635","23047",13394.97
"7636","23050",6429.97
"7637","23055",8668.11
"7638","23056",2210
"7639","23058",100
"7640","23059",128579.81
"7641","23060",224664.87
"7642","23061",224766.82
"7643","23062",34952.71
"7644","23063",39393.55
"7645","23064",450
"7646","23065",9284.42
"7647","23066",1819.98
"7648","23068",2100
"7649","23069",26254.17
"7650","23070",3290
"7651","23071",16117.39
"7652","23072",171191.17
"7653","23075",296093.81
"7654","23076",7688.73
"7655","23079",2780
"7656","23083",13384.48
"7657","23084",13711.85
"7658","23085",5749.99
"7659","23086",118771.36
"7660","23089",47313.57
"7661","23090",180
"7662","23091",3729.01
"7663","23092",5309.99
"7664","23093",175000.83
"7665","23102",10653.85
"7666","23103",12851.74
"7667","23106",7969.98
"7668","23107",0
"7669","23108",100
"7670","23109",18631.34
"7671","23110",7899.99
"7672","23111",230049.5
"7673","23112",227709.1
"7674","23113",41485.25
"7675","23114",75559.61
"7676","23115",150
"7677","23116",76966.09
"7678","23117",98461.76
"7679","23119",1484.99
"7680","23120",24068.92
"7681","23123",36724.79
"7682","23124",27529.91
"7683","23125",689.97
"7684","23126",10767.99
"7685","23127",460
"7686","23128",11624.78
"7687","23129",1820
"7688","23130",1639.98
"7689","23138",8770
"7690","23139",124128.16
"7691","23140",57381
"7692","23141",53485.71
"7693","23146",8138.71
"7694","23147",400
"7695","23148",28962.95
"7696","23149",33541.54
"7697","23150",180075.03
"7698","23153",6187.64
"7699","23156",21029.96
"7700","23160",2220
"7701","23161",1740
"7702","23163",2400
"7703","23168",74861.08
"7704","23169",17911.33
"7705","23173",4830
"7706","23175",18146.95
"7707","23176",6069.93
"7708","23177",5480
"7709","23180",6164.98
"7710","23181",71619.25
"7711","23183",170
"7712","23184",570
"7713","23185",584103.03
"7714","23188",435825.43
"7715","23192",27087.07
"7716","23218",1144
"7717","23219",181043.45
"7718","23220",724135.23
"7719","23221",64319.19
"7720","23222",1291462.49
"7721","23223",2324780.85
"7722","23224",1687432.29
"7723","23225",975961.95
"7724","23226",58377.72
"7725","23227",666358.12
"7726","23228",490814.9
"7727","23229",164229.8
"7728","23230",78434.18
"7729","23231",863825.5
"7730","23232",680
"7731","23233",73752.27
"7732","23234",912942.7
"7733","23235",193732.41
"7734","23236",168288.01
"7735","23237",338792.22
"7736","23238",117471.86
"7737","23241",520
"7738","23250",0
"7739","23255",210
"7740","23261",120
"7741","23282",0
"7742","23284",160
"7743","23290",820
"7744","23294",201148.36
"7745","23301",36363.64
"7746","23302",800
"7747","23303",14659.8
"7748","23304",1075.93
"7749","23306",16796.78
"7750","23307",19336.09
"7751","23308",37167.59
"7752","23310",114082.15
"7753","23313",250
"7754","23314",83460.35
"7755","23315",15679.82
"7756","23316",4609.89
"7757","23320",775106.96
"7758","23321",515458.2
"7759","23322",209853.29
"7760","23323",587119.07
"7761","23324",1151396.52
"7762","23325",356772.38
"7763","23327",400
"7764","23336",67008.74
"7765","23337",3726.73
"7766","23347",2700
"7767","23350",110705.94
"7768","23354",1549.28
"7769","23356",5429.88
"7770","23357",21852.03
"7771","23358",1150
"7772","23359",19235.07
"7773","23389",1099.35
"7774","23395",17570.29
"7775","23398",869.95
"7776","23401",3108.85
"7777","23404",670
"7778","23405",11875.94
"7779","23407",3699.83
"7780","23408",30
"7781","23409",1080
"7782","23410",60599.09
"7783","23412",50
"7784","23413",11769.71
"7785","23414",1089.98
"7786","23415",47604.18
"7787","23416",13764.57
"7788","23417",93055.9
"7789","23418",20139.8
"7790","23420",69919.78
"7791","23421",114885.65
"7792","23422",1360
"7793","23423",4610
"7794","23424",60
"7795","23426",3409.8
"7796","23427",2649.98
"7797","23430",353473.84
"7798","23432",26101.22
"7799","23433",4679.95
"7800","23434",1995158.52
"7801","23435",387666.17
"7802","23436",7746.77
"7803","23437",60300.11
"7804","23438",24776.28
"7805","23439",340
"7806","23440",2319.99
"7807","23441",1380
"7808","23442",25313.09
"7809","23443",330
"7810","23450",289.99
"7811","23451",476076.11
"7812","23452",666798.81
"7813","23453",425619.76
"7814","23454",624513.75
"7815","23455",407466.79
"7816","23456",219012.12
"7817","23457",16490.95
"7818","23459",30
"7819","23461",1329.98
"7820","23462",1218824.18
"7821","23463",99.99
"7822","23464",734430.43
"7823","23465",220
"7824","23466",60
"7825","23467",190
"7826","23471",465
"7827","23480",2849.97
"7828","23486",1389.98
"7829","23487",151468.14
"7830","23488",2779.98
"7831","23501",2822
"7832","23502",791674.62
"7833","23503",899186.78
"7834","23504",1677662.11
"7835","23505",908101.2
"7836","23507",49796.91
"7837","23508",464670.25
"7838","23509",502502.29
"7839","23510",329019.1
"7840","23511",5850
"7841","23513",1190497.77
"7842","23517",145574.94
"7843","23518",607421.74
"7844","23519",130
"7845","23523",710276.13
"7846","23541",1170
"7847","23551",490
"7848","23601",644062.66
"7849","23602",848901.99
"7850","23603",59933.47
"7851","23604",21664.11
"7852","23605",618140.34
"7853","23606",576135.35
"7854","23607",1786530.48
"7855","23608",1153673.58
"7856","23609",1050
"7857","23651",3009.25
"7858","23661",482695.02
"7859","23662",65800.54
"7860","23663",552524.88
"7861","23664",224393.73
"7862","23665",19013.14
"7863","23666",1180693.62
"7864","23667",2610
"7865","23668",60
"7866","23669",1324053.13
"7867","23670",250
"7868","23690",104311.67
"7869","23691",150
"7870","23692",104336.56
"7871","23693",103077.12
"7872","23696",13749.98
"7873","23701",875828.12
"7874","23702",616969.31
"7875","23703",556132.83
"7876","23704",1270916.03
"7877","23707",734346.07
"7878","23801",10229.99
"7879","23803",1827285.78
"7880","23804",780
"7881","23805",612417.23
"7882","23806",550
"7883","23821",39090.62
"7884","23824",163565.17
"7885","23827",53075.86
"7886","23828",10616.48
"7887","23829",15923.47
"7888","23830",13968.33
"7889","23831",337798.03
"7890","23832",214350.51
"7891","23833",17973.95
"7892","23834",462321.55
"7893","23836",100180.98
"7894","23837",104616.23
"7895","23838",60748.58
"7896","23839",14686.46
"7897","23840",23554.69
"7898","23841",57855.13
"7899","23842",60044.7
"7900","23843",11961.49
"7901","23844",15590.73
"7902","23845",2859.99
"7903","23846",8110
"7904","23847",539308.86
"7905","23850",22328.91
"7906","23851",739702.59
"7907","23856",19094.38
"7908","23857",6754.95
"7909","23860",1011689.78
"7910","23866",25603.88
"7911","23867",55285.25
"7912","23868",199544.62
"7913","23870",4730
"7914","23872",44975.87
"7915","23874",20500.13
"7916","23875",218199.18
"7917","23876",7870.75
"7918","23878",11192.4
"7919","23879",11752.24
"7920","23881",40502.95
"7921","23882",43230.88
"7922","23883",32246.97
"7923","23885",25247.47
"7924","23887",5529.99
"7925","23888",87528.49
"7926","23889",18089.97
"7927","23890",175960.23
"7928","23891",1370
"7929","23893",7679.97
"7930","23894",6763.99
"7931","23897",7700.73
"7932","23898",13834.78
"7933","23899",2730
"7934","23901",266482.4
"7935","23915",10330
"7936","23917",48575.27
"7937","23919",23969.98
"7938","23920",78122.82
"7939","23921",41353.27
"7940","23922",38673.26
"7941","23923",26754.93
"7942","23924",150024.75
"7943","23927",58424.8
"7944","23930",117230.41
"7945","23934",4949.98
"7946","23936",123850.79
"7947","23937",43911.88
"7948","23938",5379
"7949","23942",17429.94
"7950","23944",48723.84
"7951","23947",85037.84
"7952","23950",73561.35
"7953","23952",1700
"7954","23954",40458.94
"7955","23955",150
"7956","23958",59211.3
"7957","23959",12126.22
"7958","23960",37943.15
"7959","23962",8809.96
"7960","23963",5319.99
"7961","23964",18550
"7962","23966",39561.51
"7963","23967",20259.93
"7964","23968",15259.99
"7965","23970",208784.52
"7966","23974",76672.33
"7967","23976",3139.99
"7968","24011",6605.49
"7969","24012",884184.1
"7970","24013",484384.16
"7971","24014",330855.04
"7972","24015",278332.51
"7973","24016",517321.53
"7974","24017",1160252.53
"7975","24018",384644.06
"7976","24019",347405.1
"7977","24022",240
"7978","24035",520
"7979","24053",29134.48
"7980","24054",133453.72
"7981","24055",358261.95
"7982","24058",1589.98
"7983","24059",6229.99
"7984","24060",274223.89
"7985","24061",299.9
"7986","24064",29729.59
"7987","24065",45022.18
"7988","24066",32522.57
"7989","24067",19732.44
"7990","24068",0
"7991","24069",52896.21
"7992","24070",5279.98
"7993","24072",10659.24
"7994","24073",354648.9
"7995","24076",14727.95
"7996","24077",9110.11
"7997","24078",166064.41
"7998","24079",16649.47
"7999","24082",3622.99
"8000","24083",9523.42
"8001","24084",143350.46
"8002","24085",18752.97
"8003","24086",1180
"8004","24087",65660.86
"8005","24088",54270.04
"8006","24089",77515.66
"8007","24090",21018.17
"8008","24091",79093.96
"8009","24092",34981.85
"8010","24093",3320
"8011","24095",54863.51
"8012","24101",46219.27
"8013","24102",23491.94
"8014","24104",25969.5
"8015","24105",6059.89
"8016","24112",1053106.27
"8017","24114",120
"8018","24120",16440.93
"8019","24121",84928.23
"8020","24122",19658.44
"8021","24124",42591.95
"8022","24127",26364.01
"8023","24128",8779.97
"8024","24131",160
"8025","24132",4519.95
"8026","24133",40311.37
"8027","24134",43579.59
"8028","24136",26354.88
"8029","24137",30362.2
"8030","24138",11733.99
"8031","24139",8271.48
"8032","24141",250497.34
"8033","24146",190
"8034","24147",10769.99
"8035","24148",160650
"8036","24149",20572.11
"8037","24150",6999.96
"8038","24151",329420.14
"8039","24153",359789.84
"8040","24161",5240.75
"8041","24162",35336.46
"8042","24165",25442.21
"8043","24167",1970
"8044","24168",7570.29
"8045","24171",103762.2
"8046","24174",39026.79
"8047","24175",37899.22
"8048","24176",8709.32
"8049","24179",353598.68
"8050","24184",35125.9
"8051","24185",5879.97
"8052","24201",782375.73
"8053","24202",191076.67
"8054","24203",190
"8055","24210",257289.94
"8056","24211",84026.93
"8057","24216",79784.67
"8058","24217",4189.98
"8059","24218",30
"8060","24219",239912.53
"8061","24220",12139.98
"8062","24221",12119.95
"8063","24224",109036.12
"8064","24225",36808.9
"8065","24226",32839.87
"8066","24228",126752.35
"8067","24230",206934.31
"8068","24236",49090.82
"8069","24237",30049.84
"8070","24239",4470
"8071","24243",60166.38
"8072","24244",125864.23
