"","zipcode","total_support"
"18717","50229",3148
"18718","50230",919.99
"18719","50231",970
"18720","50232",1679.99
"18721","50233",8099.99
"18722","50234",690
"18723","50235",4372.56
"18724","50236",4849.97
"18725","50237",6041.49
"18726","50238",10069.98
"18727","50239",450
"18728","50240",6679.98
"18729","50241",90
"18730","50242",1841.49
"18731","50243",420
"18732","50244",3649.99
"18733","50246",3335.97
"18734","50247",11044.97
"18735","50248",17812.39
"18736","50249",2499.98
"18737","50250",15699.38
"18738","50251",1119.99
"18739","50252",2266
"18740","50254",1730
"18741","50256",2540
"18742","50257",4040
"18743","50258",7122.29
"18744","50261",4380.71
"18745","50262",4465.9
"18746","50263",70621.88
"18747","50264",4089.98
"18748","50265",164798.03
"18749","50266",126149.53
"18750","50268",15935.87
"18751","50269",1559.89
"18752","50271",3069.98
"18753","50272",1840
"18754","50273",43310.94
"18755","50274",1110
"18756","50275",2682.57
"18757","50276",7269.98
"18758","50277",1840
"18759","50278",3650
"18760","50301",360
"18761","50304",2040
"18762","50309",353989
"18763","50310",451225.32
"18764","50311",203849.3
"18765","50312",110298.92
"18766","50313",281612.62
"18767","50314",402761.64
"18768","50315",718413.36
"18769","50316",324266.43
"18770","50317",665467.5
"18771","50318",120
"18772","50319",3410
"18773","50320",343479.15
"18774","50321",87765.1
"18775","50322",179509.92
"18776","50323",13285.85
"18777","50324",25091.4
"18778","50325",54078.85
"18779","50327",80020.47
"18780","50330",0
"18781","50332",130
"18782","50401",380077.4
"18783","50420",1529
"18784","50421",12481.9
"18785","50423",13428.96
"18786","50424",3065.16
"18787","50426",690
"18788","50428",53617.26
"18789","50430",1950
"18790","50431",820
"18791","50432",1926.68
"18792","50433",330
"18793","50434",834.84
"18794","50435",886
"18795","50436",33681.12
"18796","50438",10229.25
"18797","50439",989.88
"18798","50440",1861.29
"18799","50441",34368.91
"18800","50444",970
"18801","50446",1000
"18802","50447",2028
"18803","50448",3087.68
"18804","50449",3579.98
"18805","50450",10425.67
"18806","50451",2859.98
"18807","50452",670
"18808","50453",3746.15
"18809","50454",829.99
"18810","50455",1450
"18811","50456",15562.94
"18812","50457",2359.99
"18813","50458",4549.98
"18814","50459",14903.47
"18815","50460",720
"18816","50461",25050.46
"18817","50464",3270
"18818","50465",3870.65
"18819","50466",5985.99
"18820","50468",7439.95
"18821","50469",4782.97
"18822","50470",901.5
"18823","50471",5334.99
"18824","50472",6649.86
"18825","50473",490
"18826","50475",4992.9
"18827","50476",3087.48
"18828","50477",1521.2
"18829","50478",4438.2
"18830","50479",2297.86
"18831","50480",3852.98
"18832","50481",1134
"18833","50482",2679.99
"18834","50483",2149.15
"18835","50484",1500.5
"18836","50501",432438.45
"18837","50510",4640
"18838","50511",33968.89
"18839","50514",6579.98
"18840","50515",1030
"18841","50516",1620.74
"18842","50517",3186.77
"18843","50518",1089.98
"18844","50519",3389.99
"18845","50520",420
"18846","50521",90
"18847","50522",3493.79
"18848","50523",2845.99
"18849","50524",490
"18850","50525",15005.43
"18851","50527",2169.99
"18852","50528",537
"18853","50529",2360
"18854","50530",5984.97
"18855","50531",270
"18856","50532",4229.99
"18857","50533",31330.74
"18858","50535",4191.98
"18859","50536",35485.33
"18860","50538",4592.69
"18861","50539",820
"18862","50540",5549.99
"18863","50541",5159.99
"18864","50542",4500
"18865","50543",6419.78
"18866","50544",2519.99
"18867","50545",1470
"18868","50546",2049.9
"18869","50548",27109.43
"18870","50551",180
"18871","50552",540
"18872","50554",16989.96
"18873","50556",1749.99
"18874","50557",2919.97
"18875","50558",5392.98
"18876","50559",1700
"18877","50560",2500
"18878","50561",3170
"18879","50562",2509.97
"18880","50563",17257.28
"18881","50565",6844.95
"18882","50566",1900
"18883","50567",220
"18884","50568",6540
"18885","50569",5101.37
"18886","50570",150
"18887","50571",1999.99
"18888","50573",340
"18889","50574",16741.36
"18890","50575",6099.79
"18891","50576",2070
"18892","50577",1650
"18893","50578",3160
"18894","50579",19568.95
"18895","50581",12819.95
"18896","50582",1339.89
"18897","50583",16350.56
"18898","50585",5599.98
"18899","50586",690
"18900","50588",69578.28
"18901","50590",4389.98
"18902","50591",1260
"18903","50593",1440
"18904","50594",2540
"18905","50595",61256.5
"18906","50597",2449.99
"18907","50598",3049.97
"18908","50599",1239.99
"18909","50601",10019.98
"18910","50602",5969.99
"18911","50603",4580
"18912","50604",9025.48
"18913","50606",3840
"18914","50607",1679.99
"18915","50608",150
"18916","50609",820
"18917","50611",3069.97
"18918","50612",1230
"18919","50613",143247.18
"18920","50616",125843.1
"18921","50619",5765.22
"18922","50621",3859.97
"18923","50622",9536.72
"18924","50623",729.99
"18925","50624",1680
"18926","50625",4459.98
"18927","50626",7830
"18928","50627",36681.64
"18929","50628",8480
"18930","50629",7214.45
"18931","50630",6545
"18932","50631",90
"18933","50632",6709.99
"18934","50633",90
"18935","50634",3210
"18936","50635",9505.74
"18937","50636",8439.97
"18938","50638",14331.43
"18939","50641",17002.57
"18940","50642",3679.98
"18941","50643",7079.73
"18942","50644",35318.61
"18943","50645",3914.98
"18944","50647",7890
"18945","50648",11261.5
"18946","50650",6060
"18947","50651",17500.61
"18948","50652",1599.99
"18949","50653",5624.98
"18950","50654",1629.99
"18951","50655",5909.99
"18952","50657",1189.99
"18953","50658",11098.94
"18954","50659",28264.4
"18955","50660",3199.99
"18956","50662",89759.87
"18957","50664",600
"18958","50665",8749.92
"18959","50666",1829.99
"18960","50667",3709.99
"18961","50668",2340
"18962","50669",6345.98
"18963","50670",6210.49
"18964","50671",1200
"18965","50672",2972.22
"18966","50673",280
"18967","50674",17791.98
"18968","50675",17541.87
"18969","50676",3796.75
"18970","50677",41535.9
"18971","50680",4489.98
"18972","50681",969.99
"18973","50682",2959.99
"18974","50701",373555.82
"18975","50702",348723.27
"18976","50703",588074.15
"18977","50704",0
"18978","50707",126693.33
"18979","50801",114537.25
"18980","50830",15705
"18981","50831",180
"18982","50833",11143.88
"18983","50835",860
"18984","50836",1429.99
"18985","50837",2320
"18986","50840",4083.9
"18987","50841",6434.88
"18988","50842",210
"18989","50843",3129.99
"18990","50845",4147.7
"18991","50846",5509.96
"18992","50847",450
"18993","50848",2760
"18994","50849",25365.86
"18995","50851",3699.83
"18996","50853",3289.98
"18997","50854",17746.94
"18998","50857",540
"18999","50858",3440
"19000","50859",3030
"19001","50860",1900
"19002","50861",2260
"19003","50863",2976.5
"19004","50864",4529.98
"19005","50947",90
"19006","51001",9464.25
"19007","51002",10271.41
"19008","51003",3640
"19009","51004",6749.99
"19010","51005",2470
"19011","51006",4599.87
"19012","51007",580
"19013","51008",330
"19014","51009",420
"19015","51010",1280
"19016","51011",380
"19017","51012",36729.89
"19018","51014",369.99
"19019","51015",550
"19020","51016",8930
"19021","51018",2149.99
"19022","51019",1300
"19023","51020",1959.98
"19024","51022",1030
"19025","51023",7719.99
"19026","51024",2199.99
"19027","51025",8543.83
"19028","51026",3686
"19029","51027",1667.14
"19030","51028",7464.54
"19031","51029",930
"19032","51030",1680
"19033","51031",59602.83
"19034","51033",1640
"19035","51034",5959.97
"19036","51035",3159.98
"19037","51036",452.9
"19038","51037",390
"19039","51038",4577.4
"19040","51039",5969.97
"19041","51040",25140.95
"19042","51041",11020.6
"19043","51044",409.99
"19044","51045",330
"19045","51046",5150.47
"19046","51047",4470
"19047","51048",2949.19
"19048","51049",1500
"19049","51050",6329.97
"19050","51051",330
"19051","51052",3739.99
"19052","51053",3999.38
"19053","51054",36300.85
"19054","51055",5324.99
"19055","51056",330
"19056","51058",4050
"19057","51060",2980
"19058","51061",1800
"19059","51062",1688.24
"19060","51063",7180
"19061","51101",44840.9
"19062","51102",150
"19063","51103",339288.25
"19064","51104",215431.15
"19065","51105",267386.74
"19066","51106",233442.42
"19067","51108",43855.94
"19068","51109",42987.19
"19069","51111",1090
"19070","51201",25133.1
"19071","51230",1067.3
"19072","51231",1910
"19073","51232",3363.93
"19074","51234",1436.11
"19075","51235",1716.93
"19076","51237",2199.99
"19077","51238",1766.23
"19078","51239",3485.1
"19079","51240",5883.55
"19080","51241",5083.1
"19081","51243",3140.32
"19082","51244",450
"19083","51245",7149.9
"19084","51246",6832.18
"19085","51247",3651.94
"19086","51248",5709.88
"19087","51249",12458.42
"19088","51250",7962.25
"19089","51301",112519.97
"19090","51331",4600
"19091","51333",1905
"19092","51334",43007.92
"19093","51338",4109.99
"19094","51340",602.99
"19095","51342",4725.98
"19096","51343",300
"19097","51345",2259.98
"19098","51346",16993.9
"19099","51347",2489.99
"19100","51350",2019.9
"19101","51351",17686.03
"19102","51354",5123.96
"19103","51355",1640
"19104","51357",1260
"19105","51358",7249.98
"19106","51360",37723.98
"19107","51363",0
"19108","51364",2321.49
"19109","51365",310
"19110","51366",1268.39
"19111","51401",61913.64
"19112","51430",430
"19113","51431",1519.99
"19114","51432",150
"19115","51433",4459.98
"19116","51436",2280
"19117","51439",2547.86
"19118","51440",2310
"19119","51441",1989.94
"19120","51442",38342.63
"19121","51443",7002.89
"19122","51444",1950
"19123","51445",18456.79
"19124","51446",1620
"19125","51447",120
"19126","51448",1810
"19127","51449",18764.56
"19128","51450",5870
"19129","51451",1800.99
"19130","51452",730
"19131","51453",4519.98
"19132","51454",3910.74
"19133","51455",8469.47
"19134","51458",5441.29
"19135","51459",1590
"19136","51460",1570
"19137","51461",7839.99
"19138","51462",7039.98
"19139","51463",1259.4
"19140","51465",3320
"19141","51466",4802.77
"19142","51501",1030020.89
"19143","51503",488857.16
"19144","51510",68002.74
"19145","51520",1306
"19146","51521",12759.55
"19147","51523",1249.97
"19148","51525",3679.95
"19149","51526",6720
"19150","51527",3009.98
"19151","51528",3583.07
"19152","51529",9990.74
"19153","51530",1350
"19154","51531",1629.99
"19155","51532",2435.99
"19156","51533",3059.98
"19157","51534",46475.41
"19158","51535",5175.98
"19159","51536",1029.99
"19160","51537",37086.94
"19161","51540",1240
"19162","51541",850
"19163","51542",1259.99
"19164","51543",2500
"19165","51544",2439.99
"19166","51545",4729.96
"19167","51546",13197.07
"19168","51548",859.98
"19169","51549",580
"19170","51550",910
"19171","51551",3733.98
"19172","51552",1329.99
"19173","51553",4030
"19174","51554",390
"19175","51555",37183.33
"19176","51556",2539.99
"19177","51557",4460
"19178","51558",1300
"19179","51559",3939.99
"19180","51560",8041.06
"19181","51561",3239.96
"19182","51562",1620
"19183","51563",3360
"19184","51564",4479.96
"19185","51565",2000
"19186","51566",50007.52
"19187","51570",5558.99
"19188","51571",1352
"19189","51572",2525.24
"19190","51573",779.99
"19191","51575",3337.89
"19192","51576",7253.97
"19193","51577",3530
"19194","51578",180
"19195","51579",16385.21
"19196","51601",28679.93
"19197","51630",550
"19198","51631",1300
"19199","51632",49610.82
"19200","51636",1290
"19201","51637",1340
"19202","51638",3009.97
"19203","51639",2959.98
"19204","51640",4802.94
"19205","51645",30
"19206","51646",699.99
"19207","51647",1789.99
"19208","51648",400
"19209","51649",2060
"19210","51650",6208.24
"19211","51651",450
"19212","51652",12449.98
"19213","51653",5909.98
"19214","51654",4169.98
"19215","51656",490
"19216","52001",704910.27
"19217","52002",79355.07
"19218","52003",64998.26
"19219","52004",660
"19220","52030",2384
"19221","52031",13615.97
"19222","52032",4921.98
"19223","52033",8612.68
"19224","52035",3723.55
"19225","52036",590
"19226","52037",4850.1
"19227","52038",2939.99
"19228","52039",2419.99
"19229","52040",20007
"19230","52041",6800.74
"19231","52042",2105.7
"19232","52043",8055.35
"19233","52044",150
"19234","52045",5549.99
"19235","52046",5079.99
"19236","52047",1340
"19237","52048",0
"19238","52049",5587.59
"19239","52050",1110
"19240","52052",14323.01
"19241","52053",790
"19242","52054",4082.34
"19243","52056",609.92
"19244","52057",63485.38
"19245","52060",88325.12
"19246","52064",5469.99
"19247","52065",1674.98
"19248","52066",700
"19249","52068",8161.96
"19250","52069",4549.98
"19251","52070",9012.62
"19252","52071",410
"19253","52072",1189.99
"19254","52073",2409.98
"19255","52074",490
"19256","52075",199.99
"19257","52076",12909.06
"19258","52077",3270
"19259","52078",1460
"19260","52079",2559.89
"19261","52101",34464.32
"19262","52132",5069.82
"19263","52133",4062.19
"19264","52134",430
"19265","52135",2701.01
"19266","52136",42330.28
"19267","52140",1250
"19268","52141",4558.45
"19269","52142",9944.32
"19270","52144",2779.99
"19271","52146",1849.9
"19272","52147",1729.99
"19273","52151",5527.37
"19274","52154",3769.99
"19275","52155",8491.49
"19276","52156",1739.99
"19277","52157",8757.69
"19278","52158",999.9
"19279","52159",4430.49
"19280","52160",2441.3
"19281","52161",3807.64
"19282","52162",10021.29
"19283","52163",1160
"19284","52164",750
"19285","52165",1660
"19286","52166",340
"19287","52168",2930
"19288","52169",3314.49
"19289","52170",270
"19290","52171",4590
"19291","52172",22257.29
"19292","52175",16126.95
"19293","52201",5680
"19294","52202",2080
"19295","52203",4031.49
"19296","52204",30
"19297","52205",56008.74
"19298","52206",8449.98
"19299","52207",1740
"19300","52208",30914.88
"19301","52209",3265.98
"19302","52210",2440
"19303","52211",10544.94
"19304","52212",340
"19305","52213",11755.95
"19306","52214",13624.32
"19307","52215",5239.96
"19308","52216",4209.97
"19309","52217",1780
"19310","52218",2149.99
"19311","52219",720
"19312","52220",1280
"19313","52221",1150
"19314","52222",3840
"19315","52223",5970
"19316","52224",5050
"19317","52225",3419.99
"19318","52227",5511.48
"19319","52228",8701.46
"19320","52229",3659.98
"19321","52231",1800
"19322","52232",460
"19323","52233",92673.83
"19324","52235",3690
"19325","52236",990.75
"19326","52237",5649.98
"19327","52240",328961.08
"19328","52241",180931.81
"19329","52242",190
"19330","52243",460
"19331","52245",100842.68
"19332","52246",300062.95
"19333","52247",16782.96
"19334","52248",8046.48
"19335","52249",4049.99
"19336","52251",2509.99
"19337","52252",270
"19338","52253",12153.97
"19339","52254",3399.99
"19340","52255",7360.35
"19341","52257",2800
"19342","52301",26117.69
"19343","52302",271935.85
"19344","52305",879.99
"19345","52306",5959.98
"19346","52307",970
"19347","52308",520
"19348","52309",1900
"19349","52310",30680.36
"19350","52312",160
"19351","52313",1579.99
"19352","52314",14683.56
"19353","52315",3919.97
"19354","52316",5609.99
"19355","52317",91643.85
"19356","52318",2880
"19357","52320",6866.99
"19358","52321",2501.99
"19359","52322",9956.48
"19360","52323",6570
"19361","52324",6349.99
"19362","52325",2380
"19363","52326",3169.99
"19364","52327",13766.55
"19365","52328",2960
"19366","52329",1049.99
"19367","52330",2300
"19368","52332",17449.95
"19369","52333",8619.97
"19370","52334",550
"19371","52335",2370
"19372","52336",11589.99
"19373","52337",6889.97
"19374","52338",1720
"19375","52339",75181.91
"19376","52340",14907.57
"19377","52341",2660
"19378","52342",28792.19
"19379","52344",280
"19380","52345",4413.14
"19381","52346",6548.07
"19382","52347",4599.99
"19383","52348",820
"19384","52349",51144.76
"19385","52351",3019.99
"19386","52352",4744
"19387","52353",89817.61
"19388","52354",570
"19389","52355",410
"19390","52356",8249.94
"19391","52358",18221.93
"19392","52359",2777.92
"19393","52361",21289.26
"19394","52362",5439.99
"19395","52401",101275.3
"19396","52402",383272.2
"19397","52403",332627.75
"19398","52404",638165.06
"19399","52405",267720.4
"19400","52406",307
"19401","52408",0
"19402","52409",460
"19403","52410",420
"19404","52411",5600
"19405","52501",492139.55
"19406","52530",9761.96
"19407","52531",48750.59
"19408","52533",8990
"19409","52534",4679.99
"19410","52535",3919.97
"19411","52536",5099.97
"19412","52537",32020.23
"19413","52540",20026.9
"19414","52542",2700
"19415","52543",270
"19416","52544",124549.83
"19417","52548",2110
"19418","52549",6459.99
"19419","52550",7909.96
"19420","52551",6720
"19421","52552",4126.74
"19422","52553",15950.86
"19423","52554",18756.43
"19424","52555",3170
"19425","52556",174640.04
"19426","52557",1810
"19427","52560",4340.25
"19428","52561",12316.97
"19429","52562",210
"19430","52563",13599.76
"19431","52565",5549.97
"19432","52566",890
"19433","52567",4659.99
"19434","52568",90
"19435","52569",4657.99
"19436","52570",6189.99
"19437","52571",11316.39
"19438","52572",10219.99
"19439","52573",1799.99
"19440","52574",8653.74
"19441","52576",4796.44
"19442","52577",147659.92
"19443","52580",1620
"19444","52581",510
"19445","52583",2267.5
"19446","52584",2308.49
"19447","52585",7219.96
"19448","52586",2989.99
"19449","52588",1270
"19450","52590",12536.57
"19451","52591",24394.87
"19452","52593",810
"19453","52594",1050
"19454","52595",2621.49
"19455","52601",562566.72
"19456","52619",3960
"19457","52620",5689.97
"19458","52621",2120
"19459","52623",8445.97
"19460","52624",2143.75
"19461","52625",16685.2
"19462","52626",15239.97
"19463","52627",202176.56
"19464","52630",6419.98
"19465","52631",1300
"19466","52632",260502.49
"19467","52635",5759.98
"19468","52637",14641.46
"19469","52638",3219.98
"19470","52639",22755.44
"19471","52640",4689.98
"19472","52641",102579.03
"19473","52644",3247.67
"19474","52645",26556.41
"19475","52646",3999.97
"19476","52647",2070
"19477","52649",11123.73
"19478","52650",2879.99
"19479","52651",2724.24
"19480","52652",90
"19481","52653",29615.12
"19482","52654",6179.99
"19483","52655",69225.3
"19484","52656",11927.02
"19485","52657",950
"19486","52658",5681.49
"19487","52659",15707.98
"19488","52660",680
"19489","52720",5407.98
"19490","52721",3830
"19491","52722",241215
"19492","52726",13310.97
"19493","52727",930
"19494","52728",7071.49
"19495","52729",2988
"19496","52730",40233.95
"19497","52731",5372.89
"19498","52732",596308.07
"19499","52737",1700
"19500","52738",24857.26
"19501","52739",9820.74
"19502","52742",60833.38
"19503","52745",3169.98
"19504","52746",2989.5
"19505","52747",8569.99
"19506","52748",67566.04
"19507","52749",5018.96
"19508","52750",3080
"19509","52751",2239.99
"19510","52752",2930
"19511","52753",26247.36
"19512","52754",10583.99
"19513","52755",10801.49
"19514","52756",8589.99
"19515","52757",5000
"19516","52758",480
"19517","52759",781.5
"19518","52760",2159.99
"19519","52761",397855.89
"19520","52765",2160
"19521","52766",5919.97
"19522","52767",3020
"19523","52768",9409.93
"19524","52769",2529.97
"19525","52771",450
"19526","52772",30399.63
"19527","52773",15879.98
"19528","52774",1029.99
"19529","52776",21997.75
"19530","52777",7409.94
"19531","52778",18008.93
"19532","52801",60764.23
"19533","52802",379285.02
"19534","52803",475806.24
"19535","52804",495808.19
"19536","52805",430
"19537","52806",477037.62
"19538","52807",143952.04
"19539","52809",270
"19540","53001",13088.49
"19541","53002",14761.36
"19542","53003",680
"19543","53004",22090.43
"19544","53005",69144.54
"19545","53006",3677.62
"19546","53007",50265.92
"19547","53010",47101.59
"19548","53011",17095.43
"19549","53012",81880.78
"19550","53013",18065.31
"19551","53014",95173.01
"19552","53015",15809.03
"19553","53016",8499.85
"19554","53017",17987.75
"19555","53018",44414.47
"19556","53019",16034.21
"19557","53020",7509.97
"19558","53021",32965.9
"19559","53022",155654.85
"19560","53023",6137.91
"19561","53024",138839.05
"19562","53027",238588
"19563","53029",112944.09
"19564","53032",75898.01
"19565","53033",19563.37
"19566","53034",20957.58
"19567","53035",24054.9
"19568","53036",15809.06
"19569","53037",84342.16
"19570","53038",31524.78
"19571","53039",44083.53
"19572","53040",66679.97
"19573","53042",59145.38
"19574","53044",6909.89
"19575","53045",97265.49
"19576","53046",22970.35
"19577","53047",1249.99
"19578","53048",50299.72
"19579","53049",11294.34
"19580","53050",80345.44
"19581","53051",267744.2
"19582","53052",450
"19583","53056",690
"19584","53057",7459.91
"19585","53058",18504.43
"19586","53059",11338.49
"19587","53060",1719.92
"19588","53061",61925.43
"19589","53063",3269.7
"19590","53065",10738.17
"19591","53066",224181.05
"19592","53069",3337.89
"19593","53070",29464.09
"19594","53072",175347.14
"19595","53073",183907.8
"19596","53074",133639.07
"19597","53075",25347.45
"19598","53076",13652.83
"19599","53078",3878.95
"19600","53079",6961.28
"19601","53080",68736.72
"19602","53081",1174594.02
"19603","53083",274845.17
"19604","53085",133820.97
"19605","53086",71433.72
"19606","53088",4808.72
"19607","53089",169210.15
"19608","53090",243266.39
"19609","53091",21794.96
"19610","53092",92769.11
"19611","53093",8133.79
"19612","53094",344144.61
"19613","53095",337729.6
"19614","53097",15725.84
"19615","53098",140617.01
"19616","53099",450
"19617","53103",13382.87
"19618","53104",51294.45
"19619","53105",313885.95
"19620","53108",21524.55
"19621","53109",0
"19622","53110",451173.43
"19623","53114",29653.77
"19624","53115",323190.4
"19625","53118",51264.98
"19626","53119",26299.18
"19627","53120",67988.08
"19628","53121",223040.52
"19629","53122",16715.6
"19630","53125",7093.75
"19631","53126",24875.89
"19632","53127",1730
"19633","53128",94998.26
"19634","53129",135582.47
"19635","53130",77995.72
"19636","53132",212594.84
"19637","53137",6314.66
"19638","53138",30
"19639","53139",25735.08
"19640","53140",1223998.92
"19641","53141",1350
"19642","53142",433908.32
"19643","53143",802382.06
"19644","53144",569344.67
"19645","53146",31860.21
"19646","53147",229072.71
"19647","53148",340
"19648","53149",117291.22
"19649","53150",132048.65
"19650","53151",249878.25
"19651","53153",13206.39
"19652","53154",422582.15
"19653","53156",36572.63
"19654","53157",7340
"19655","53158",171853.09
"19656","53159",490
"19657","53167",2249.99
"19658","53168",87212.27
"19659","53170",33497.24
"19660","53171",90
"19661","53172",462253.2
"19662","53176",680
"19663","53177",109031.75
"19664","53178",35703.13
"19665","53179",60690.27
"19666","53181",105114.5
"19667","53182",100756.26
"19668","53183",16690.54
"19669","53184",52570.57
"19670","53185",89940.39
"19671","53186",716049.31
"19672","53188",541464.85
"19673","53189",262236.2
"19674","53190",231065.25
"19675","53191",20527.61
"19676","53192",2019.99
"19677","53195",694.99
"19678","53201",700
"19679","53202",543854.25
"19680","53203",34293.66
"19681","53204",2291894.78
"19682","53205",1005255.21
"19683","53206",2608221.3
"19684","53207",577525.09
"19685","53208",2086966.57
"19686","53209",3132201.65
"19687","53210",2015686.49
"19688","53211",399916.97
"19689","53212",1972431.44
"19690","53213",214664.9
"19691","53214",1067943.35
"19692","53215",2514993.9
"19693","53216",2249839.52
"19694","53217",133929.91
"19695","53218",2735253.81
"19696","53219",852094.33
"19697","53220",568003.67
"19698","53221",1197163.44
"19699","53222",610281.56
"19700","53223",1285900.5
"19701","53224",990790.65
"19702","53225",1437478.89
"19703","53226",162558.75
"19704","53227",513898.42
"19705","53228",198414.68
"19706","53233",868818.2
"19707","53234",300
"19708","53235",196249.33
"19709","53237",240
"19710","53295",3429.99
"19711","53402",831242.91
"19712","53403",1296305.13
"19713","53404",869806.68
"19714","53405",752094.21
"19715","53406",572573.21
"19716","53408",909.99
"19717","53501",1230
"19718","53502",6891.42
"19719","53503",14740.37
"19720","53504",6304.97
"19721","53505",2200.75
"19722","53506",4197.98
"19723","53507",6877.44
"19724","53508",31110.09
"19725","53510",3017.5
"19726","53511",2004110.08
"19727","53512",60
"19728","53515",9460.81
"19729","53516",2220.67
"19730","53517",5293.4
"19731","53518",4099.98
"19732","53520",77681.61
"19733","53521",20336.12
"19734","53522",3833.55
"19735","53523",42334.86
"19736","53525",59235.41
"19737","53526",5549.91
"19738","53527",46543.36
"19739","53528",21328.54
"19740","53529",7671.34
"19741","53530",13400.58
"19742","53531",33843.38
"19743","53532",88523.68
"19744","53533",71373.33
"19745","53534",132810.78
"19746","53535",180
"19747","53536",77987.56
"19748","53537",7129.91
"19749","53538",272110.47
"19750","53540",719.96
"19751","53541",2418.97
"19752","53543",11783.65
"19753","53544",609.99
"19754","53545",542522.29
"19755","53546",651385.9
"19756","53547",220
"19757","53548",655447.5
"19758","53549",177342.07
"19759","53550",3629.92
"19760","53551",90001.2
"19761","53553",11409.49
"19762","53554",8183.46
"19763","53555",44634.16
"19764","53556",36735.4
"19765","53557",4833.8
"19766","53558",71954.5
"19767","53559",71130.8
"19768","53560",25335.95
"19769","53561",2421.98
"19770","53562",271299.47
"19771","53563",104580.54
"19772","53565",46707.62
"19773","53566",177878.17
"19774","53569",11174.49
"19775","53570",7809.27
"19776","53571",1920
"19777","53572",48157.03
"19778","53573",22071.95
"19779","53574",11563.29
"19780","53575",81488.62
"19781","53576",22590.23
"19782","53577",10004.42
"19783","53578",42676.54
"19784","53579",21867.74
"19785","53580",2046.15
"19786","53581",172070.34
"19787","53582",11393.31
"19788","53583",34768.28
"19789","53584",950
"19790","53585",38658.99
"19791","53586",12100.99
"19792","53587",3190.54
"19793","53588",29043.7
"19794","53589",203590.41
"19795","53590",491681.47
"19796","53593",84319.62
"19797","53594",59031.35
"19798","53597",90336.17
"19799","53598",35990.65
"19800","53599",249.9
"19801","53701",430
"19802","53702",190
"19803","53703",679020.34
"19804","53704",1351271.03
"19805","53705",227088.47
"19806","53706",240
"19807","53707",6554.87
"19808","53708",520
"19809","53711",683092.94
"19810","53713",1072927.05
"19811","53714",420559.76
"19812","53715",303102.58
"19813","53716",258699.67
"19814","53717",140669.07
"19815","53718",161973.46
"19816","53719",400274.48
"19817","53725",1090
"19818","53726",83563.71
"19819","53744",0
"19820","53784",0
"19821","53790",190
"19822","53801",3497.98
"19823","53802",634.99
"19824","53803",6933.99
"19825","53804",7265.63
"19826","53805",32069.47
"19827","53806",20058
"19828","53807",18106
"19829","53808",3684.76
"19830","53809",17535.6
"19831","53810",665
"19832","53811",6410.91
"19833","53812",60
"19834","53813",53061.47
"19835","53816",552
"19836","53817",108
"19837","53818",68034.41
"19838","53820",7101.33
"19839","53821",65496.04
"19840","53825",740
"19841","53826",6454.81
"19842","53827",1106.8
"19843","53901",347592.98
"19844","53910",96723.45
"19845","53911",4199.86
"19846","53913",421603.03
"19847","53916",434248.31
"19848","53919",12585.51
"19849","53920",819.98
"19850","53922",5909.94
"19851","53923",4648.99
"19852","53924",2620
"19853","53925",92607.19
"19854","53926",2358
"19855","53929",12480.45
"19856","53930",4699.98
"19857","53931",3369.66
"19858","53932",17847.05
"19859","53933",32901.67
"19860","53934",66522.29
"19861","53935",1690
"19862","53936",15927.85
"19863","53937",1749.88
"19864","53939",340
"19865","53940",580
"19866","53941",7839.99
"19867","53943",2129.97
"19868","53944",25523.78
"19869","53946",31253.32
"19870","53947",1380
"19871","53948",78012.26
"19872","53949",69093.53
"19873","53950",39486.29
"19874","53951",23012.67
"19875","53952",16649.94
"19876","53953",960
"19877","53954",43970.87
"19878","53955",54111.95
"19879","53956",22138.09
"19880","53959",169008.25
"19881","53960",9465.93
"19882","53961",9443.67
"19883","53962",355
"19884","53963",185638.93
"19885","53964",45219.9
"19886","53965",190970.04
"19887","53968",8746.08
"19888","53969",1039.81
"19889","54001",39493.45
"19890","54002",19818.75
"19891","54003",1201.5
"19892","54004",11031.59
"19893","54005",11013.61
"19894","54006",1410
"19895","54007",2589.52
"19896","54009",21313.18
"19897","54011",25789.43
"19898","54013",15107.84
"19899","54014",7066.98
"19900","54015",6869.99
"19901","54016",93929.6
"19902","54017",64813.27
"19903","54020",65543.44
"19904","54021",27209.85
"19905","54022",104009.92
"19906","54023",7051.78
"19907","54024",50728.09
"19908","54025",12657.22
"19909","54026",5919.81
"19910","54027",2110.75
"19911","54028",10400.94
"19912","54082",3320.61
"19913","54101",10724.87
"19914","54102",9027.98
"19915","54103",3589.99
"19916","54104",4527.69
"19917","54106",30355.88
"19918","54107",13993.96
"19919","54110",53418.14
"19920","54111",14682.73
"19921","54112",11332.34
"19922","54113",22867.03
"19923","54114",36775.56
"19924","54115",451827.9
"19925","54119",2474.66
"19926","54120",2070
"19927","54121",43663.39
"19928","54123",9517.4
"19929","54124",28013.39
"19930","54125",3867.35
"19931","54126",16827.06
"19932","54127",90
"19933","54128",31670.72
"19934","54129",23926.62
"19935","54130",275810.12
"19936","54135",309428.23
"19937","54136",88921.67
"19938","54137",4914.98
"19939","54138",3399.9
"19940","54139",21046.98
"19941","54140",108659.62
"19942","54141",13903.81
"19943","54143",448975.55
"19944","54149",6629.04
"19945","54150",172983.74
"19946","54151",45173.04
"19947","54152",2699.23
"19948","54153",156658.69
