"","zipcode","zcta","state","totalHH","enrollments","eligible_adj","eligible_adj_perc","HHEoE_adj","total_support"
"37688","68176","68102","NE",4840,0,1621.38120636204,33.499611701695,NA,NA
"37689","68179","68102","NE",4840,0,1621.38120636204,33.499611701695,NA,NA
"37690","68180","68124","NE",6590,0,2221.8927642739,33.7161269237314,NA,NA
"37691","68182","68132","NE",6063,0,1902.12035968583,31.3725937602809,NA,324.38
"37692","68183","68102","NE",4840,0,1621.38120636204,33.499611701695,NA,NA
"37693","68197","68102","NE",4840,0,1621.38120636204,33.499611701695,NA,NA
"37694","68198","68105","NE",9863,0,5766.41223484869,58.4650941381799,NA,NA
"37695","68314","68314","NE",146,0,64.5549924755255,44.2157482709079,NA,NA
"37696","68330","68359","NE",604,0,162.138120636204,26.8440597079807,NA,480
"37697","68362","68362","NE",15,0,0,0,NA,630
"37698","68379","68379","NE",33,0,22.519183421695,68.239949762712,NA,60
"37699","68380","68380","NE",22,0,15.0127889477966,68.239949762712,NA,777
"37700","68382","68382","NE",19,0,4.50383668433899,23.7044036017842,NA,NA
"37701","68429","68352","NE",2071,0,1178.50393240204,56.9050667504604,NA,1822
"37702","68433","68433","NE",79,0,33.0281356851526,41.8077666900666,NA,NA
"37703","68444","68444","NE",17,0,4.50383668433899,26.4931569666999,NA,330
"37704","68501","68508","NE",5580,0,4050.45045811553,72.5887178873751,NA,2446
"37705","68509","68508","NE",5580,0,4050.45045811553,72.5887178873751,NA,0
"37706","68529","68507","NE",6511,0,2271.43496780163,34.8861153095013,NA,NA
"37707","68531","68531","NE",75,0,0,0,NA,30
"37708","68542","68502","NE",11476,0,4994.75488293194,43.5234827721501,NA,550
"37709","68544","68512","NE",5630,0,1142.47323892732,20.2925974942686,NA,NA
"37710","68583","68503","NE",6311,0,4139.02591290753,65.5843117240934,NA,NA
"37711","68588","68508","NE",5580,0,4050.45045811553,72.5887178873751,NA,90
"37712","68602","68601","NE",11640,0,4371.72414159838,37.557767539505,NA,NA
"37713","68667","68667","NE",53,0,12.0102311582373,22.6608135061081,NA,190
"37714","68702","68701","NE",12624,0,5410.60913678591,42.8597048224486,NA,NA
"37715","68734","68734","NE",47,0,45.0383668433899,95.8263124327445,NA,NA
"37716","68736","68736","NE",272,0,129.109984951051,47.4669062320041,NA,NA
"37717","68738","68701","NE",12624,0,5410.60913678591,42.8597048224486,NA,150
"37718","68753","68753","NE",33,0,9.00767336867798,27.2959799050848,NA,NA
"37719","68755","68755","NE",149,0,51.0434824225086,34.2573707533614,NA,30
"37720","68777","68777","NE",249,0,118.601032687593,47.6309368223267,NA,150
"37721","68778","68778","NE",232,0,103.588243739797,44.6501050602572,NA,150
"37722","68785","68785","NE",95,0,48.0409246329492,50.5693943504729,NA,330
"37723","68802","68803","NE",10484,0,4440.78297075824,42.3577162414941,NA,NA
"37724","68821","68821","NE",43,0,25.5217412112543,59.3528865378006,NA,NA
"37725","68833","68833","NE",76,0,24.0204623164746,31.6058714690455,NA,90
"37726","68848","68847","NE",7121,0,3537.01307610089,49.6701737972319,NA,NA
"37727","68849","68849","NE",11.9148936170213,0,0,0,NA,NA
"37728","68871","68871","NE",109,0,54.0460402120679,49.5835231303375,NA,NA
"37729","68881","68881","NE",23,0,34.5294145799323,101,NA,NA
"37730","68902","68901","NE",10708,0,5380.58355889031,50.2482588615083,NA,NA
"37731","68934","68934","NE",69,0,60.0511557911865,87.030660566937,NA,NA
"37732","68946","68946","NE",23,0,18.015346737356,78.3275945102433,NA,60
"37733","68954","68954","NE",7,0,0,0,NA,550
"37734","68964","68964","NE",23,0,10.5089522634576,45.6910967976419,NA,NA
"37735","68969","68969","NE",NA,0,NA,NA,NA,NA
"37736","69027","69027","NE",16,0,7.50639447389832,46.9149654618645,NA,NA
"37737","69030","69030","NE",88,0,48.0409246329492,54.5919598101696,NA,NA
"37738","69036","69036","NE",26,0,21.0179045269153,80.8380943342896,NA,NA
"37739","69041","69041","NE",28,0,0,0,NA,NA
"37740","69042","69042","NE",1,0,1.50127889477966,101,NA,NA
"37741","69103","69101","NE",11901,0,5439.13343578672,45.7031630601355,NA,NA
"37742","69121","69121","NE",128,0,69.0588291598645,53.9522102811442,NA,NA
"37743","69134","69134","NE",158,0,67.5575502650849,42.7579432057499,NA,490
"37744","69135","69135","NE",4,0,0,0,NA,NA
"37745","69146","69146","NE",171,0,63.0537135807459,36.8735167138865,NA,310
"37746","69160","69162","NE",3244,0,1696.44515110102,52.2948566923865,NA,NA
"37747","69161","69161","NE",44,0,15.0127889477966,34.119974881356,NA,270
"37748","69171","69171","NE",11.9148936170213,0,0,0,NA,NA
"37749","69190","69154","NE",516,0,279.237874429017,54.1158671374065,NA,NA
"37750","69218","69218","NE",164,0,63.0537135807459,38.4473863297231,NA,30
"37751","69219","69219","NE",22,0,6.00511557911865,27.2959799050848,NA,NA
"37752","69220","69220","NE",17,0,10.5089522634576,61.8173662556332,NA,NA
"37753","69221","69221","NE",39,0,19.5166256321356,50.0426298259888,NA,NA
"37754","69331","69331","NE",30,0,0,0,NA,NA
"37755","69333","69333","NE",77,0,19.5166256321356,25.3462670547216,NA,NA
"37756","69335","69335","NE",19,0,0,0,NA,NA
"37757","69340","69340","NE",20,0,15.0127889477966,75.0639447389832,NA,NA
"37758","69350","69350","NE",177,0,120.102311582373,67.8544133233746,NA,NA
"37759","69351","69351","NE",73,0,6.00511557911865,8.22618572482007,NA,NA
"37760","69353","69353","NE",32,0,24.0204623164746,75.0639447389832,NA,60
"37761","69354","69354","NE",63,0,9.00767336867798,14.2978942359968,NA,NA
"37762","69363","69361","NE",7170,0,3499.4811037314,48.8072678344686,NA,NA
"37763","69365","69365","NE",11.9148936170213,0,0,0,NA,NA
"37764","69366","69366","NE",110,0,48.0409246329492,43.6735678481357,NA,NA
"37765","69367","69367","NE",112,0,15.0127889477966,13.404275846247,NA,310
"37766","70004","70001","LA",17834,0,6659.03275513934,37.3389747400434,NA,120
"37767","70009","70002","LA",8463,0,3196.44165259622,37.7696047807659,NA,250
"37768","70010","70002","LA",8463,0,3196.44165259622,37.7696047807659,NA,NA
"37769","70011","70002","LA",8463,0,3196.44165259622,37.7696047807659,NA,130
"37770","70033","70003","LA",16232,0,5687.12381851729,35.0364946926891,NA,138
"37771","70044","70043","LA",7795,0,4343.13530261623,55.7169378141916,NA,NA
"37772","70050","70050","LA",14,0,18.5377726331181,101,NA,50
"37773","70054","70053","LA",7432,0,4445.09305209838,59.8101863845315,NA,930
"37774","70055","70005","LA",11479,0,3621.48629654128,31.5487960322439,NA,380
"37775","70059","70058","LA",14652,0,7515.74267611273,51.2949950594644,NA,150
"37776","70060","70002","LA",8463,0,3196.44165259622,37.7696047807659,NA,160
"37777","70063","70062","LA",6152,0,3597.65201744156,58.4793891001553,NA,1520
"37778","70064","70065","LA",20207,0,7364.79224181448,36.4467374761938,NA,60
"37779","70069","70068","LA",11970,0,4675.49108339571,39.0600758846759,NA,640
"37780","70073","70072","LA",20586,0,10575.7992871939,51.3737456873305,NA,1250
"37781","70078","70047","LA",4784,0,1239.38251318561,25.9068251083948,NA,3826
"37782","70081","70091","LA",81,0,41.04792511619,50.6764507607284,NA,60
"37783","70093","70037","LA",5615,0,1720.04047503003,30.6329559221732,NA,NA
"37784","70096","70094","LA",11995,0,7720.98230169368,64.3683393221649,NA,370
"37785","70097","70062","LA",6152,0,3597.65201744156,58.4793891001553,NA,NA
"37786","70139","70139","LA",16.6808510638298,0,0,0,NA,NA
"37787","70141","70126","LA",10691,0,8613.44364131665,80.5672401208179,NA,NA
"37788","70142","70113","LA",3748,0,3058.73248446448,81.6097247722647,NA,NA
"37789","70143","70037","LA",5615,0,1720.04047503003,30.6329559221732,NA,NA
"37790","70145","70117","LA",12145,0,8278.43960730387,68.1633561737659,NA,330
"37791","70146","70117","LA",12145,0,8278.43960730387,68.1633561737659,NA,NA
"37792","70148","70122","LA",14939,0,8821.3315201309,59.049009439259,NA,9496.81
"37793","70150","70113","LA",3748,0,3058.73248446448,81.6097247722647,NA,180
"37794","70151","70113","LA",3748,0,3058.73248446448,81.6097247722647,NA,190
"37795","70152","70113","LA",3748,0,3058.73248446448,81.6097247722647,NA,NA
"37796","70153","70113","LA",3748,0,3058.73248446448,81.6097247722647,NA,210
"37797","70154","70115","LA",14437,0,4573.53333391356,31.6792500790577,NA,NA
"37798","70156","70113","LA",3748,0,3058.73248446448,81.6097247722647,NA,500
"37799","70157","70113","LA",3748,0,3058.73248446448,81.6097247722647,NA,310
"37800","70158","70113","LA",3748,0,3058.73248446448,81.6097247722647,NA,60
"37801","70159","70117","LA",12145,0,8278.43960730387,68.1633561737659,NA,NA
"37802","70160","70113","LA",3748,0,3058.73248446448,81.6097247722647,NA,420
"37803","70161","70113","LA",3748,0,3058.73248446448,81.6097247722647,NA,30
"37804","70162","70112","LA",2205,0,1322.80249003464,59.9910426319564,NA,60
"37805","70163","70163","LA",16.6808510638298,0,0,0,NA,NA
"37806","70164","70113","LA",3748,0,3058.73248446448,81.6097247722647,NA,340
"37807","70165","70130","LA",7268,0,2583.37102908667,35.5444555460466,NA,30
"37808","70166","70113","LA",3748,0,3058.73248446448,81.6097247722647,NA,NA
"37809","70167","70119","LA",16864,0,8584.31285575032,50.9031834425422,NA,NA
"37810","70170","70130","LA",7268,0,2583.37102908667,35.5444555460466,NA,320
"37811","70172","70130","LA",7268,0,2583.37102908667,35.5444555460466,NA,30
"37812","70174","70114","LA",9622,0,6694.78417378893,69.5778858219593,NA,110
"37813","70175","70115","LA",14437,0,4573.53333391356,31.6792500790577,NA,0
"37814","70176","70130","LA",7268,0,2583.37102908667,35.5444555460466,NA,NA
"37815","70177","70117","LA",12145,0,8278.43960730387,68.1633561737659,NA,NA
"37816","70178","70118","LA",12880,0,6579.58515814026,51.0837356998468,NA,NA
"37817","70179","70119","LA",16864,0,8584.31285575032,50.9031834425422,NA,NA
"37818","70181","70123","LA",12619,0,3446.70158314331,27.313587313918,NA,90
"37819","70182","70122","LA",14939,0,8821.3315201309,59.049009439259,NA,NA
"37820","70183","70123","LA",12619,0,3446.70158314331,27.313587313918,NA,130
"37821","70184","70119","LA",16864,0,8584.31285575032,50.9031834425422,NA,NA
"37822","70185","70118","LA",12880,0,6579.58515814026,51.0837356998468,NA,90
"37823","70186","70126","LA",10691,0,8613.44364131665,80.5672401208179,NA,60
"37824","70187","70127","LA",9714,0,7965.94572577416,82.0047943769216,NA,180
"37825","70189","70129","LA",3067,0,2141.11273912514,69.8113054817456,NA,NA
"37826","70190","70130","LA",7268,0,2583.37102908667,35.5444555460466,NA,NA
"37827","70195","70112","LA",2205,0,1322.80249003464,59.9910426319564,NA,NA
"37828","70302","70301","LA",17614,0,7530.30806889589,42.7518341597359,NA,130
"37829","70310","70301","LA",17614,0,7530.30806889589,42.7518341597359,NA,430
"37830","70361","70360","LA",11213,0,4408.01750683215,39.3116695517002,NA,3710
"37831","70371","70301","LA",17614,0,7530.30806889589,42.7518341597359,NA,NA
"37832","70381","70380","LA",8251,0,4827.76564431061,58.5112791699261,NA,1200
"37833","70404","70401","LA",7632,0,4242.50167975074,55.5883343782853,NA,1941.49
"37834","70421","70454","LA",12167,0,4949.58529304252,40.6804084247762,NA,2731.49
"37835","70429","70427","LA",6910,0,5030.35701665825,72.798220212131,NA,320
"37836","70434","70433","LA",15989,0,4678.13933662901,29.2584860630997,NA,100
"37837","70451","70451","LA",79,0,104.606002715452,101,NA,20436.8
"37838","70457","70435","LA",7525,0,2677.38401886891,35.5798540713476,NA,350
"37839","70459","70458","LA",15246,0,5079.34970147435,33.3159497669838,NA,60
"37840","70467","70426","LA",2140,0,1357.22978206757,63.4219524330642,NA,NA
"37841","70469","70460","LA",7896,0,3747.27832512315,47.4579321824108,NA,730
"37842","70470","70471","LA",8630,0,2290.73904680673,26.5439055249911,NA,30
"37843","70502","70501","LA",11037,0,8421.44528190221,76.3019414868371,NA,940
"37844","70504","70506","LA",17938,0,8625.36078086651,48.0842946865119,NA,1930.75
"37845","70505","70503","LA",11730,0,3041.51883844801,25.9294018623019,NA,1520
"37846","70509","70501","LA",11037,0,8421.44528190221,76.3019414868371,NA,120
"37847","70511","70510","LA",9606,0,4341.81117599958,45.1989504059919,NA,60
"37848","70521","70517","LA",9638,0,5218.38299622274,54.1438368564301,NA,323.98
"37849","70522","70538","LA",4887,0,3217.62767846264,65.8405499992354,NA,6796.5
"37850","70527","70526","LA",6737,0,4569.5609540636,67.8278306970997,NA,310
"37851","70540","70538","LA",4887,0,3217.62767846264,65.8405499992354,NA,630
"37852","70550","70550","LA",16.6808510638298,0,0,0,NA,7996.63
"37853","70551","70570","LA",14304,0,9006.70924646208,62.9663677744832,NA,8401.88
"37854","70558","70558","LA",24,0,31.779038799631,101,NA,3488.99
"37855","70562","70560","LA",14261,0,8782.93184824801,61.5870685663559,NA,1060
"37856","70569","70560","LA",14261,0,8782.93184824801,61.5870685663559,NA,2241.86
"37857","70571","70570","LA",14304,0,9006.70924646208,62.9663677744832,NA,1220
"37858","70575","70575","LA",16.6808510638298,0,0,0,NA,1589.98
"37859","70593","70501","LA",11037,0,8421.44528190221,76.3019414868371,NA,NA
"37860","70596","70506","LA",17938,0,8625.36078086651,48.0842946865119,NA,310
"37861","70598","70508","LA",16263,0,5108.48048704068,31.4116736582468,NA,NA
"37862","70602","70601","LA",13469,0,7690.5273895107,57.0979834398299,NA,1030
"37863","70606","70605","LA",15508,0,4781.42121272781,30.8319655192663,NA,1030
"37864","70609","70605","LA",15508,0,4781.42121272781,30.8319655192663,NA,60
"37865","70612","70611","LA",7700,0,2077.55466152587,26.9812293704659,NA,510
"37866","70616","70615","LA",4418,0,2913.07855663284,65.9365902361439,NA,NA
"37867","70629","70601","LA",13469,0,7690.5273895107,57.0979834398299,NA,30
"37868","70664","70663","LA",10891,0,5303.12709968842,48.6927472196164,NA,400
"37869","70704","70714","LA",6369,0,2841.57571933367,44.6157280473178,NA,150
"37870","70707","70737","LA",17603,0,4536.45778864732,25.7709355714783,NA,300
"37871","70718","70737","LA",17603,0,4536.45778864732,25.7709355714783,NA,270
"37872","70727","70726","LA",20141,0,7856.04321659211,39.0052292169808,NA,220
"37873","70728","70737","LA",17603,0,4536.45778864732,25.7709355714783,NA,NA
"37874","70738","70778","LA",1181,0,237.018664380581,20.0693195919205,NA,90
"37875","70743","70743","LA",190,0,14.5653927831642,7.66599620166537,NA,0
"37876","70765","70764","LA",5923,0,3058.73248446448,51.6416087196435,NA,100
"37877","70784","70775","LA",3560,0,1403.57421365037,39.426241956471,NA,1670
"37878","70786","70706","LA",7349,0,1900.1216948946,25.8555136058593,NA,NA
"37879","70792","70743","LA",190,0,14.5653927831642,7.66599620166537,NA,310
"37880","70804","70802","LA",10088,0,7519.71505596268,74.5411881043089,NA,510
"37881","70813","70807","LA",5348,0,4307.38388396665,80.5419574414108,NA,72530
"37882","70821","70801","LA",189,0,19.8618992497694,10.5089414019944,NA,710
"37883","70822","70806","LA",12499,0,6484.24804174137,51.8781345846977,NA,NA
"37884","70823","70802","LA",10088,0,7519.71505596268,74.5411881043089,NA,240
"37885","70825","70802","LA",10088,0,7519.71505596268,74.5411881043089,NA,60
"37886","70826","70801","LA",189,0,19.8618992497694,10.5089414019944,NA,770
"37887","70827","70816","LA",17452,0,5684.47556528399,32.5720580179005,NA,NA
"37888","70831","70801","LA",189,0,19.8618992497694,10.5089414019944,NA,NA
"37889","70833","70801","LA",189,0,19.8618992497694,10.5089414019944,NA,NA
"37890","70835","70816","LA",17452,0,5684.47556528399,32.5720580179005,NA,480
"37891","70836","70836","LA",241,0,104.606002715452,43.4049803798556,NA,7227.95
"37892","70837","70801","LA",189,0,19.8618992497694,10.5089414019944,NA,120
"37893","70873","70801","LA",189,0,19.8618992497694,10.5089414019944,NA,NA
"37894","70874","70811","LA",4615,0,3285.15813591185,71.1843583079491,NA,280
"37895","70879","70817","LA",13399,0,3179.22800657975,23.7273528366277,NA,NA
"37896","70884","70810","LA",16214,0,4666.22219707915,28.7789700078892,NA,120
"37897","70891","70801","LA",189,0,19.8618992497694,10.5089414019944,NA,NA
"37898","70892","70805","LA",8955,0,8184.42661752163,91.3950487718775,NA,360
"37899","70893","70820","LA",7816,0,5599.73146181831,71.6444659905106,NA,NA
"37900","70894","70803","LA",16.6808510638298,0,0,0,NA,NA
"37901","70895","70815","LA",10540,0,5240.89314870581,49.7238439156149,NA,90
"37902","70896","70806","LA",12499,0,6484.24804174137,51.8781345846977,NA,60
"37903","70898","70808","LA",15472,0,6105.5478293791,39.461917201261,NA,130
"37904","71002","71070","LA",454,0,248.935803930443,54.8316748745468,NA,4661.48
"37905","71009","71107","LA",12007,0,7554.14234799561,62.9144861163955,NA,620
"37906","71050","71046","LA",372,0,156.246940764852,42.0018657970033,NA,NA
"37907","71058","71055","LA",7359,0,5879.12217793173,79.890232068647,NA,NA
"37908","71066","71457","LA",9119,0,6437.90361015858,70.5987894523366,NA,1770
"37909","71080","71028","LA",555,0,484.630341694372,87.3207822872743,NA,2539.99
"37910","71102","71103","LA",2225,0,1840.53599714529,82.7207189728222,NA,250
"37911","71113","71112","LA",12362,0,6553.10262580724,53.0100519803206,NA,330
"37912","71120","71101","LA",3338,0,2882.62364444986,86.3578084017334,NA,NA
"37913","71130","71103","LA",2225,0,1840.53599714529,82.7207189728222,NA,30
"37914","71133","71103","LA",2225,0,1840.53599714529,82.7207189728222,NA,779.99
"37915","71134","71104","LA",5768,0,3082.5667635642,53.4425583142199,NA,NA
"37916","71135","71105","LA",9643,0,3887.63574648819,40.315625287651,NA,NA
"37917","71136","71106","LA",12373,0,6174.40241344497,49.9022259229368,NA,NA
"37918","71137","71107","LA",12007,0,7554.14234799561,62.9144861163955,NA,30
"37919","71138","71108","LA",7093,0,5950.6250152309,83.8943326551657,NA,NA
"37920","71148","71108","LA",7093,0,5950.6250152309,83.8943326551657,NA,130
"37921","71149","71129","LA",5654,0,3077.2702570976,54.4264283179625,NA,580
"37922","71150","71103","LA",2225,0,1840.53599714529,82.7207189728222,NA,NA
"37923","71151","71108","LA",7093,0,5950.6250152309,83.8943326551657,NA,189.99
"37924","71152","71108","LA",7093,0,5950.6250152309,83.8943326551657,NA,60
"37925","71153","71101","LA",3338,0,2882.62364444986,86.3578084017334,NA,NA
"37926","71154","71101","LA",3338,0,2882.62364444986,86.3578084017334,NA,NA
"37927","71156","71101","LA",3338,0,2882.62364444986,86.3578084017334,NA,NA
"37928","71161","71101","LA",3338,0,2882.62364444986,86.3578084017334,NA,NA
"37929","71162","71101","LA",3338,0,2882.62364444986,86.3578084017334,NA,NA
"37930","71163","71101","LA",3338,0,2882.62364444986,86.3578084017334,NA,NA
"37931","71164","71101","LA",3338,0,2882.62364444986,86.3578084017334,NA,NA
"37932","71165","71101","LA",3338,0,2882.62364444986,86.3578084017334,NA,NA
"37933","71166","71101","LA",3338,0,2882.62364444986,86.3578084017334,NA,NA
"37934","71171","71111","LA",16339,0,7522.36330919598,46.0393127437174,NA,160
"37935","71172","71111","LA",16339,0,7522.36330919598,46.0393127437174,NA,NA
"37936","71207","71201","LA",8900,0,4266.33595885046,47.9363590882074,NA,NA
"37937","71209","71209","LA",16.6808510638298,0,0,0,NA,450
"37938","71210","71201","LA",8900,0,4266.33595885046,47.9363590882074,NA,90
"37939","71211","71201","LA",8900,0,4266.33595885046,47.9363590882074,NA,460
"37940","71212","71203","LA",14326,0,9419.83675085728,65.7534325761363,NA,560
"37941","71213","71201","LA",8900,0,4266.33595885046,47.9363590882074,NA,NA
"37942","71217","71201","LA",8900,0,4266.33595885046,47.9363590882074,NA,280
"37943","71218","71269","LA",4261,0,2852.16873226688,66.9366048408092,NA,420
"37944","71221","71220","LA",7421,0,5605.02796828491,75.5292813405864,NA,220
"37945","71230","71295","LA",5062,0,3519.52854705913,69.5284185511484,NA,330
"37946","71240","71201","LA",8900,0,4266.33595885046,47.9363590882074,NA,189.88
"37947","71242","71263","LA",2521,0,1686.93730961374,66.9154029993552,NA,930
"37948","71249","71295","LA",5062,0,3519.52854705913,69.5284185511484,NA,479.99
"37949","71273","71270","LA",11984,0,7987.13175164059,66.648295657882,NA,369.99
"37950","71276","71276","LA",26,0,0,0,NA,4760.75
"37951","71279","71279","LA",56,0,74.1510905324723,101,NA,1750
"37952","71281","71201","LA",8900,0,4266.33595885046,47.9363590882074,NA,210
"37953","71284","71282","LA",2826,0,2007.37595084336,71.0324115655823,NA,280
"37954","71294","71291","LA",13793,0,5925.46660951453,42.9599551186437,NA,440
"37955","71306","71301","LA",7572,0,5309.74773277168,70.1234513044331,NA,590
"37956","71307","71302","LA",5171,0,3828.05004873888,74.0292022575688,NA,150
"37957","71309","71301","LA",7572,0,5309.74773277168,70.1234513044331,NA,NA
"37958","71315","71301","LA",7572,0,5309.74773277168,70.1234513044331,NA,160
"37959","71316","71316","LA",29,0,22.5101524830719,77.6212154588688,NA,1810
"37960","71320","71355","LA",987,0,579.967458093265,58.7606340520026,NA,580
"37961","71324","71295","LA",5062,0,3519.52854705913,69.5284185511484,NA,0
"37962","71329","71362","LA",774,0,406.506871311946,52.5202676113626,NA,450
"37963","71330","71302","LA",5171,0,3828.05004873888,74.0292022575688,NA,450
"37964","71348","71360","LA",13519,0,6603.41943723999,48.845472573711,NA,30
"37965","71359","71360","LA",13519,0,6603.41943723999,48.845472573711,NA,120
"37966","71361","71360","LA",13519,0,6603.41943723999,48.845472573711,NA,270
"37967","71363","71343","LA",2391,0,1530.69036884889,64.0188360037178,NA,570
"37968","71365","71360","LA",13519,0,6603.41943723999,48.845472573711,NA,610
"37969","71415","71435","LA",1312,0,765.345184424446,58.3342366177169,NA,8399.98
"37970","71425","71425","LA",10,0,13.2412661665129,101,NA,2899.98
"37971","71428","71469","LA",836,0,658.090928475691,78.7190105832167,NA,NA
"37972","71431","71409","LA",1986,0,1034.14288760466,52.0716459015437,NA,247.33
"37973","71434","71447","LA",493,0,426.368770561716,86.4845376392932,NA,1259.98
"37974","71440","71483","LA",3235,0,1749.17126059635,54.0702089828858,NA,280
"37975","71443","71446","LA",8259,0,4408.01750683215,53.3722909169651,NA,NA
"37976","71448","71430","LA",1066,0,623.663636442758,58.5050315612343,NA,NA
"37977","71452","71452","LA",93,0,109.902509182057,101,NA,NA
"37978","71458","71457","LA",9119,0,6437.90361015858,70.5987894523366,NA,30
"37979","71460","71449","LA",3199,0,2219.23620950756,69.3728105504083,NA,NA
"37980","71471","71457","LA",9119,0,6437.90361015858,70.5987894523366,NA,1790
"37981","71475","71446","LA",8259,0,4408.01750683215,53.3722909169651,NA,NA
"37982","71477","71360","LA",13519,0,6603.41943723999,48.845472573711,NA,30
"37983","71496","71446","LA",8259,0,4408.01750683215,53.3722909169651,NA,340
"37984","71497","71457","LA",9119,0,6437.90361015858,70.5987894523366,NA,0
"37985","71611","71601","AR",4859,0,3759.21262093449,77.3659728531486,NA,NA
"37986","71612","71602","AR",5711,0,3402.69665808476,59.5814508507225,NA,NA
"37987","71613","71603","AR",11659,0,6821.94047056339,58.5122263535757,NA,NA
"37988","71656","71655","AR",5716,0,3683.99828278054,64.4506347582319,NA,NA
"37989","71657","71655","AR",5716,0,3683.99828278054,64.4506347582319,NA,NA
"37990","71678","71667","AR",2523,0,1356.86666029728,53.7798914109109,NA,NA
"37991","71711","71711","AR",NA,0,NA,NA,NA,50
"37992","71721","71743","AR",1284,0,831.870579982702,64.7874283475625,NA,NA
"37993","71728","71743","AR",1284,0,831.870579982702,64.7874283475625,NA,NA
"37994","71731","71730","AR",11034,0,7464.27091839813,67.6479147942553,NA,NA
"37995","71748","71742","AR",1501,0,1325.27663827262,88.2929139422134,NA,650
"37996","71750","71730","AR",11034,0,7464.27091839813,67.6479147942553,NA,NA
"37997","71754","71753","AR",5540,0,4236.07152483054,76.463384924739,NA,360
"37998","71772","71772","AR",7,0,0,0,NA,700
"37999","71802","71801","AR",5740,0,3712.57973127904,64.6790893951052,NA,NA
"38000","71823","71823","AR",18,0,18.0514411569483,101,NA,270
"38001","71828","71858","AR",699,0,442.260308345234,63.2704303784312,NA,NA
"38002","71831","71838","AR",446,0,406.157426031337,91.0666874509725,NA,2330
"38003","71840","71854","AR",13918,0,8157.74711617756,58.6129265424455,NA,NA
"38004","71864","71770","AR",1188,0,937.170653398234,78.886418636215,NA,NA
"38005","71902","71901","AR",11829,0,6582.75887523382,55.649326868153,NA,790
"38006","71903","71913","AR",19744,0,10487.887312187,53.1193644255823,NA,210
"38007","71910","71909","AR",9027,0,2910.79488655792,32.2454291188426,NA,50
"38008","71914","71913","AR",19744,0,10487.887312187,53.1193644255823,NA,910
"38009","71920","71921","AR",1165,0,741.61337419796,63.6578003603399,NA,NA
"38010","71932","71953","AR",5377,0,2885.22201158557,53.6585830683573,NA,NA
"38011","71942","71923","AR",5887,0,3852.47840024539,65.4404348606317,NA,787.97
"38012","71952","71952","AR",17,0,6.01714705231611,35.394982660683,NA,180
"38013","71966","71961","AR",446,0,353.507389323571,79.2617464851057,NA,NA
"38014","72014","72014","AR",16,0,7.52143381539514,47.0089613462196,NA,980
"38015","72018","72015","AR",10815,0,4536.92887744635,41.9503363610388,NA,60
"38016","72028","72031","AR",2662,0,1660.73258643925,62.3866486265682,NA,NA
"38017","72033","72032","AR",12940,0,6912.19767634813,53.4172927074817,NA,NA
"38018","72037","72037","AR",NA,0,NA,NA,NA,90
"38019","72038","72038","AR",53,0,9.02572057847416,17.0296614688192,NA,550
"38020","72043","72112","AR",3771,0,2549.76606341895,67.6151170357717,NA,240
"38021","72052","72102","AR",1130,0,469.337470080657,41.5342893876687,NA,2119.98
"38022","72053","72206","AR",8300,0,5987.06131705453,72.133268880175,NA,6505.69
"38023","72059","72059","AR",27,0,22.5643014461854,83.5714868377237,NA,NA
"38024","72066","72040","AR",993,0,764.177675644146,76.9564628040429,NA,90
"38025","72075","72112","AR",3771,0,2549.76606341895,67.6151170357717,NA,2180
"38026","72078","72076","AR",15490,0,8586.46884365509,55.4323359822795,NA,190
"38027","72089","72022","AR",7135,0,2179.71151970151,30.5495657981992,NA,NA
"38028","72108","72108","AR",15.4893617021277,0,0,0,NA,NA
"38029","72115","72114","AR",4849,0,4515.86886276324,93.129900242591,NA,610
"38030","72119","72119","AR",15.4893617021277,0,0,0,NA,NA
"38031","72124","72120","AR",13654,0,4934.06058289921,36.1363745634921,NA,NA
"38032","72133","72160","AR",3546,0,1854.78557887644,52.3064179040169,NA,180
"38033","72145","72143","AR",12595,0,7166.42213930849,56.8989451314687,NA,250
"38034","72149","72149","AR",NA,0,NA,NA,NA,190
"38035","72158","72015","AR",10815,0,4536.92887744635,41.9503363610388,NA,NA
"38036","72164","72206","AR",8300,0,5987.06131705453,72.133268880175,NA,2096
"38037","72166","72166","AR",73,0,13.5385808677112,18.5460011886455,NA,NA
"38038","72178","72143","AR",12595,0,7166.42213930849,56.8989451314687,NA,NA
"38039","72180","72065","AR",1963,0,630.296153730112,32.1088208726496,NA,2754
"38040","72181","72181","AR",6,0,9.02572057847416,101,NA,570
"38041","72182","72168","AR",72,0,42.1200293662128,58.5000407864066,NA,NA
"38042","72183","72206","AR",8300,0,5987.06131705453,72.133268880175,NA,1216
"38043","72190","72116","AR",9388,0,3307.92659201078,35.2356901577629,NA,530
"38044","72199","72118","AR",8992,0,5753.89686877728,63.9890666011708,NA,NA
"38045","72203","72202","AR",5219,0,2904.7777395056,55.6577455356505,NA,570
"38046","72214","72204","AR",12219,0,8837.68473308929,72.3273977665053,NA,759.7
"38047","72215","72205","AR",10422,0,4481.27026721242,42.9981794973366,NA,300
"38048","72216","72206","AR",8300,0,5987.06131705453,72.133268880175,NA,570
"38049","72217","72207","AR",5329,0,1353.85808677112,25.4054810803364,NA,340
