"","zipcode","zcta","state","totalHH","enrollments","eligible_adj","eligible_adj_perc","HHEoE_adj","total_support"
"9185","30084","30084","GA",15188,1079,4898.1761258742,32.2503036994614,22.0286076341819,377794.01
"9186","30087","30087","GA",13249,1488,3254.40949698826,24.5634349534928,45.7225804366981,523067.93
"9187","30088","30088","GA",10683,2457,5193.52965952792,48.6148989939897,47.3088662446059,953668.87
"9188","30092","30092","GA",15135,885,5283.23984498349,34.9074320778559,16.7510850532428,323256.45
"9189","30093","30093","GA",18995,1615,11155.8066005751,58.730226904844,14.4767658478119,596491
"9190","30094","30094","GA",11759,1410,3567.70506773311,30.3402080766486,39.5212040578204,514570.37
"9191","30096","30096","GA",27057,2336,9048.30732071886,33.441650296481,25.8169834113726,813978.55
"9192","30097","30097","GA",16839,547,3760.92700563741,22.3346220419111,14.5442865330829,185746.25
"9193","30101","30101","GA",20710,1115,4735.31763535485,22.864884767527,23.5464669080524,377127.46
"9194","30102","30102","GA",15034,1068,5106.57978747098,33.966873669489,20.9141939311385,366524.59
"9195","30103","30103","GA",4881,646,1977.76455012052,40.5196588838459,32.6631398040093,237435.76
"9196","30104","30104","GA",1609,421,792.209945407661,49.236168142179,53.1424785109658,153216.83
"9197","30105","30105","GA",839,66,416.807323193578,49.6790611672917,15.8346546059479,24322.39
"9198","30106","30106","GA",8796,1422,3362.06171953495,38.2226207314114,42.2954757712388,511339.88
"9199","30107","30107","GA",5916,297,1581.65957741669,26.7352869745891,18.777744859933,102775.38
"9200","30108","30108","GA",2938,650,1886.67420796563,64.2162766496131,34.4521591091704,232942.2
"9201","30110","30110","GA",5391,994,2335.22513524349,43.3171050870615,42.5654890827628,339930.33
"9202","30113","30113","GA",1884,362,735.623520735685,39.0458344339536,49.2099545210259,135801.29
"9203","30114","30114","GA",20205,1240,6656.49576080339,32.9447946587646,18.6284201862143,466570.06
"9204","30115","30115","GA",16552,607,3962.42988373762,23.9392815595555,15.3188830543403,220253.43
"9205","30116","30116","GA",9181,1695,3417.26798750761,37.2210868914891,49.601026498254,619761.46
"9206","30117","30117","GA",13142,3261,7480.44931029533,56.9201743288338,43.5936380921917,1219014.08
"9207","30118","30118","GA",16.6808510638298,3,0,0,101,955
"9208","30120","30120","GA",14309,2038,5897.40957617933,41.2146870932932,34.5575455405343,731914.05
"9209","30121","30121","GA",9529,1195,4094.924926872,42.9732912884038,29.1824641804319,430793.96
"9210","30122","30122","GA",10325,1253,4479.9886459813,43.3897205421918,27.9688208835972,442190.55
"9211","30124","30124","GA",1248,214,518.938918942997,41.5816441460735,41.237993950403,74998.33
"9212","30125","30125","GA",8527,2934,5186.62887603134,60.8259514017983,56.5685355580138,1134239.49
"9213","30126","30126","GA",15905,1464,4691.15262097672,29.4948294308502,31.2076821686349,518384.41
"9214","30127","30127","GA",23774,2104,4985.12599793113,20.9688146627876,42.2055530968159,734113.31
"9215","30132","30132","GA",15927,1407,4155.65182164193,26.0918680331634,33.857504439438,452507.65
"9216","30134","30134","GA",14666,2983,5822.88111441624,39.7032668376942,51.228935322322,1070742.36
"9217","30135","30135","GA",22315,2715,6793.13127403573,30.4419954023559,39.9668413648519,1002595.42
"9218","30137","30137","GA",757,56,353.320115025019,46.6737272159867,15.8496495440217,21268.39
"9219","30139","30139","GA",1704,186,757.706027924749,44.4663161927669,24.5477788410141,57950.33
"9220","30141","30141","GA",7960,809,1581.65957741669,19.870095193677,51.1488067060127,268705.02
"9221","30143","30143","GA",9728,718,3088.79069307029,31.7515490652784,23.2453432863171,262573.15
"9222","30144","30144","GA",21225,949,6202.42420672827,29.2222577466585,15.3004691128759,325089.92
"9223","30145","30145","GA",3136,310,1305.62823755339,41.6335534934117,23.7433590269851,103556.62
"9224","30147","30147","GA",1759,334,916.424048346144,52.0991499912532,36.4460099669759,111623.86
"9225","30148","30148","GA",308,38,103.511752448736,33.6077118340053,36.7108073248198,11337.9
"9226","30149","30149","GA",32,2,0,0,101,550
"9227","30152","30152","GA",15772,741,3408.98704731171,21.6141709821945,21.7366622318012,260247.29
"9228","30153","30153","GA",6613,1638,3319.27686185614,50.1932082542891,49.3480980397649,601515.93
"9229","30157","30157","GA",16642,1631,4947.86176704959,29.7311727379497,32.9637341702164,545890.19
"9230","30161","30161","GA",12946,2521,6891.1223996872,53.2297420028364,36.5833002779697,987050.79
"9231","30165","30165","GA",15168,2191,8169.14750325426,53.8577762609062,26.8204240298904,777826.72
"9232","30168","30168","GA",8993,1886,4428.92284810659,49.248558302086,42.5837176370386,694656.05
"9233","30170","30170","GA",1111,127,517.558762243681,46.5849470966409,24.5382764750111,45362.5
"9234","30171","30171","GA",922,96,259.469459471499,28.1420238038502,36.9985740115765,30285.81
"9235","30173","30173","GA",2584,331,1646.52694228456,63.7200829057494,20.102920365259,108497.22
"9236","30175","30175","GA",2200,245,848.796370079637,38.581653185438,28.864402421633,91251.05
"9237","30176","30176","GA",3018,437,1232.47993248962,40.8376385848118,35.4569667610942,154922
"9238","30177","30177","GA",530,18,251.1885192756,47.3940602406792,7.16593260389051,5789.49
"9239","30178","30178","GA",1362,135,539.641269432745,39.6212385780282,25.0166189368556,47257.87
"9240","30179","30179","GA",6450,1004,2142.00319733918,33.2093518967315,46.8720122008772,355031.99
"9241","30180","30180","GA",13692,2325,4154.27166494261,30.340868134258,55.9664891350363,819799.64
"9242","30182","30182","GA",1355,102,636.252238384898,46.955884751653,16.0313777848425,40473.98
"9243","30183","30183","GA",2228,115,679.037096063709,30.4774280100408,16.9357463188153,38188.07
"9244","30184","30184","GA",2408,174,698.35928985414,29.001631638461,24.9155416886259,62478.42
"9245","30185","30185","GA",1446,209,846.036056681004,58.5087176127942,24.7034388605027,72670.05
"9246","30187","30187","GA",2828,262,709.400543448672,25.0848848461341,36.9325908218672,97493.28
"9247","30188","30188","GA",24491,856,6227.26702731597,25.426756879327,13.7459979834677,281422.5
"9248","30189","30189","GA",15093,442,3402.08626381513,22.5408219957273,12.9920280006168,139011.11
"9249","30204","30204","GA",5235,1442,2391.81155991546,45.6888550127118,60.2890304640457,548125.15
"9250","30205","30205","GA",1199,53,357.460585122969,29.8132264489549,14.8268095017434,16917.95
"9251","30206","30206","GA",1162,73,362.981211920235,31.2376258106915,20.1112337505892,21842.46
"9252","30213","30213","GA",14918,2661,5216.9923234163,34.9711243022946,51.0064005280626,962511
"9253","30214","30214","GA",11609,1113,3091.55100646892,26.6306400763969,36.0013468214208,385493.98
"9254","30215","30215","GA",12780,693,2680.26431007261,20.9723341946214,25.8556589883938,238186.84
"9255","30216","30216","GA",865,219,449.931083977173,52.0151542170142,48.6741209485119,81263.27
"9256","30217","30217","GA",3450,761,1835.60841009092,53.2060408722006,41.4576440060168,261127.19
"9257","30218","30218","GA",495,80,97.9911256514702,19.796187000297,81.6400459410374,27915.55
"9258","30220","30220","GA",1888,279,789.449632009028,41.8140694920036,35.3410767055509,94564.82
"9259","30222","30222","GA",1905,382,1185.55460471286,62.2338375177353,32.2212067231201,135993.21
"9260","30223","30223","GA",14408,4039,7382.45818464386,51.2386048351184,54.7107738232973,1545255.06
"9261","30224","30224","GA",10521,1824,4757.40014254391,45.2181365131063,38.3402687465481,650483.73
"9262","30228","30228","GA",15728,3793,6103.05292437748,38.8037444327154,62.1492234624016,1266998.06
"9263","30230","30230","GA",3492,832,2222.05228589954,63.6326542353819,37.4428633061255,302465.32
"9264","30233","30233","GA",8417,1896,3722.28261805655,44.223388595183,50.9364869503091,681925.48
"9265","30234","30234","GA",778,212,249.808362576283,32.1090440329413,84.8650532806972,80267.08
"9266","30236","30236","GA",17234,3923,6991.8738387373,40.570232324111,56.1079917984973,1432106.5
"9267","30238","30238","GA",13754,3942,6368.04301064625,46.2995711112858,61.9028482284066,1408418.31
"9268","30240","30240","GA",11208,3297,6105.81323777612,54.4772772820853,53.9977210505188,1292860.09
"9269","30241","30241","GA",8680,3207,5522.00695396524,63.6175916355443,58.0767106368295,1263545.03
"9270","30248","30248","GA",9861,1752,2591.93428131635,26.2847001451816,67.5943064077311,579778.81
"9271","30250","30250","GA",16.6808510638298,3,0,0,101,790
"9272","30251","30251","GA",725,228,357.460585122969,49.3049082928233,63.7832559697642,82058.13
"9273","30252","30252","GA",15580,1900,2502.22409586078,16.0604884201591,75.9324475830526,617345.1
"9274","30253","30253","GA",19653,4467,6885.60177288993,35.0358814068586,64.8745040351814,1531971.08
"9275","30256","30256","GA",811,107,391.964502605881,48.3310114187276,27.2983903615344,36521.98
"9276","30257","30257","GA",1477,263,724.582267141153,49.0577025823394,36.2967756632617,92298.28
"9277","30258","30258","GA",967,120,498.23656845325,51.5239470996122,24.0849443011648,40319.68
"9278","30259","30259","GA",1383,157,313.295570744841,22.6533312179929,50.1124224727282,56439.46
"9279","30260","30260","GA",8301,2271,5090.01790707919,61.3181292263485,44.6167389085508,878901.41
"9280","30263","30263","GA",21821,4482,9006.90261973936,41.276305484347,49.7618347752237,1704454.65
"9281","30265","30265","GA",13612,1115,3364.82203293358,24.7195271299852,33.1369679907825,388006.91
"9282","30268","30268","GA",4151,630,1649.2872556832,39.7322875375379,38.1983185663452,237704.41
"9283","30269","30269","GA",14655,372,3484.89566577412,23.7795678319626,10.6746380861123,127756.82
"9284","30273","30273","GA",6162,1341,2502.22409586078,40.6073368364294,53.5923222151966,492007.84
"9285","30274","30274","GA",12472,3854,7256.86392500606,58.1852463518767,53.1083404598465,1476900.31
"9286","30275","30275","GA",77,1,66.2475215671911,86.0357422950534,1.50949043276397,330
"9287","30276","30276","GA",6235,436,1345.65278183357,21.5822418898728,32.4006315660353,150582.77
"9288","30277","30277","GA",8078,352,1554.05644343036,19.238133738925,22.6503999573535,114774.64
"9289","30281","30281","GA",26750,4878,9673.51830550922,36.1626852542401,50.4263272776555,1733245.34
"9290","30285","30285","GA",189,53,126.974416337116,67.1822308661991,41.7406919668646,17997.73
"9291","30286","30286","GA",9023,3821,5891.88894938206,65.2985586765163,64.8518672504977,1472416.23
"9292","30288","30288","GA",3432,763,1776.26167202031,51.7558762243681,42.9553827580014,302629.77
"9293","30290","30290","GA",3199,93,605.888790999936,18.9399434510765,15.349351462092,30637.31
"9294","30291","30291","GA",10331,2585,5927.77302356429,57.3785018252279,43.6082823975213,994100.5
"9295","30292","30292","GA",2064,195,915.043891646828,44.3335218821137,21.3104531684326,65407.22
"9296","30293","30293","GA",824,232,456.831867473756,55.440760615747,50.7845482152858,76288.5
"9297","30294","30294","GA",14862,3144,4600.06227882184,30.9518387755473,68.3469007468577,1107870.23
"9298","30295","30295","GA",1602,123,694.218819756191,43.3345080996374,17.7177564911302,38119.12
"9299","30296","30296","GA",9971,2360,4678.73121068287,46.9233899376479,50.4410254346616,905321.15
"9300","30297","30297","GA",10349,3021,7390.73912483976,71.4150074870979,40.8754787440221,1180723.58
"9301","30303","30303","GA",1019,1340,727.342580539786,71.3780746358966,101,584657.13
"9302","30305","30305","GA",14045,579,3348.26015254179,23.8395169280298,17.2925631110372,200654.41
"9303","30306","30306","GA",11766,301,2491.18284226625,21.1727251594956,12.0826137244177,120710.69
"9304","30307","30307","GA",9329,515,1396.71857970828,14.9717931151064,36.8721378437998,205877.8
"9305","30308","30308","GA",14082,1181,4548.99648094713,32.3036250599853,25.9617699188483,466144.45
"9306","30309","30309","GA",16758,741,3106.7327301614,18.5388037364924,23.851424128187,270439.76
"9307","30310","30310","GA",11867,4298,7570.15949575091,63.7916869954572,56.7755541004446,1767959.89
"9308","30311","30311","GA",14940,5078,9523.08122528373,63.7421768760624,53.3230776874814,2093130.64
"9309","30312","30312","GA",13207,2045,5523.38711066456,41.8216635925234,37.0243830285136,822267.53
"9310","30313","30313","GA",3293,603,1044.77862138258,31.7272584689516,57.7155760712291,240870.97
"9311","30314","30314","GA",7726,3321,6054.74743990141,78.368462851429,54.8495215194984,1380883.13
"9312","30315","30315","GA",13126,5155,9899.86400419713,75.4217888480659,52.0714223732215,2088772.67
"9313","30316","30316","GA",14768,2522,4451.00535529566,30.1395270537355,56.6613562259459,938094.76
"9314","30317","30317","GA",5997,729,2119.92069015012,35.3496863456748,34.3880789214043,284536.3
"9315","30318","30318","GA",24206,4960,10369.1172819647,42.8369713375392,47.8343514218617,2000339.68
"9316","30319","30319","GA",20064,623,3689.15885727296,18.3869560270781,16.8873183319767,193474.57
"9317","30322","30322","GA",16.6808510638298,2,0,0,101,670
"9318","30324","30324","GA",16631,760,4263.30404418861,25.634682485651,17.8265493645936,259769
"9319","30326","30326","GA",4929,139,579.665813712922,11.7603127148087,23.9793337319077,40655.88
"9320","30327","30327","GA",9778,186,1192.45538820944,12.1952893046578,15.5980678052277,58765.3
"9321","30328","30328","GA",17215,515,3248.888870191,18.8724302654139,15.8515732786429,183080.75
"9322","30329","30329","GA",11045,449,4186.01526902689,37.8996402809135,10.7261911661487,150391.58
"9323","30331","30331","GA",24808,6217,10340.1339912791,41.6806433057041,60.1249462071134,2407852.31
"9324","30332","30332","GA",16.6808510638298,6,0,0,101,1560
"9325","30336","30336","GA",193,140,93.8506555535208,48.627282670218,101,50865.89
"9326","30337","30337","GA",5315,1373,2604.3556916102,49.0001070857987,52.719373333798,562743.78
"9327","30338","30338","GA",15672,317,2674.74368327534,17.0670219708738,11.8516029024441,105226.59
"9328","30339","30339","GA",17759,751,2023.30972119796,11.3931511976911,37.1174018555769,244130.46
"9329","30340","30340","GA",10573,810,5407.45394792198,51.1439889144233,14.979323130644,282932.07
"9330","30341","30341","GA",13852,652,4655.26854679449,33.6071942448346,14.0056366984232,221987.08
"9331","30342","30342","GA",14491,326,2934.21314274684,20.2485207559647,11.1103039943042,112253.37
"9332","30344","30344","GA",14947,3550,7169.91405294913,47.9689171937454,49.5124484587066,1490088.96
"9333","30345","30345","GA",10491,455,1741.7577545374,16.6023997191631,26.1230356985461,163054.42
"9334","30346","30346","GA",3149,82,441.650143781274,14.0250918952453,18.5667323229969,30271.2
"9335","30349","30349","GA",30974,7804,14654.5038333424,47.3122742730755,53.2532529845472,3065071.55
"9336","30350","30350","GA",18407,892,4468.94739238677,24.2785211733947,19.9599574951273,306503.76
"9337","30354","30354","GA",6273,2068,3385.52438342333,53.9697813394441,61.0835949114892,848157.94
"9338","30360","30360","GA",5369,266,1790.06323901348,33.3407196687182,14.8598102124367,87503.1
"9339","30363","30363","GA",2042,41,529.980172537529,25.9539751487527,7.73613846791536,15204.22
"9340","30401","30401","GA",5054,1493,3203.34369911356,63.3823446599437,46.6075494931484,640769.75
"9341","30410","30410","GA",607,81,288.452750157145,47.5210461543896,28.0808555147671,31319.54
"9342","30411","30411","GA",767,190,692.838663056874,90.3309860569588,27.4234118462299,83625.77
"9343","30412","30412","GA",51,2,40.024544280178,78.4794985885843,4.99693384639108,1070
"9344","30413","30413","GA",590,72,298.11384705236,50.5277706868407,24.1518469242236,26809.86
"9345","30415","30415","GA",2448,192,708.020386749355,28.9224014194998,27.1178632131633,76702.84
"9346","30417","30417","GA",3973,903,2129.58178704533,53.6013538143804,42.402691715957,355288.2
"9347","30420","30420","GA",713,91,441.650143781274,61.9425166593653,20.6045444072282,31434.64
"9348","30421","30421","GA",1139,223,581.045970412239,51.0136936270623,38.3790631646213,87302.92
"9349","30423","30423","GA",25,8,23.4626638883802,93.8506555535208,34.0967250694921,2824.28
"9350","30425","30425","GA",493,107,204.263191498839,41.4326960443893,52.3833977207822,38000
"9351","30426","30426","GA",371,76,131.114886435066,35.3409397399099,57.9644326181366,27944.94
"9352","30427","30427","GA",3955,735,1758.3196349292,44.4581450045309,41.8012735226946,308910.95
"9353","30428","30428","GA",729,138,618.310201293784,84.8162141692434,22.3188942558673,58553.55
"9354","30429","30429","GA",53,12,71.7681483644571,101,16.7205094090779,5049.15
"9355","30434","30434","GA",1880,489,1348.4130952322,71.7241008102236,36.2648510110911,186719.72
"9356","30436","30436","GA",4276,959,2798.95778621383,65.4573850845142,34.2627532549266,362869.45
"9357","30438","30438","GA",NA,1,NA,NA,NA,900
"9358","30439","30439","GA",3845,714,2729.949951248,70.9999987320677,26.1543256378599,290743.91
"9359","30441","30441","GA",674,125,374.022465514767,55.4929474057517,33.4204523859182,46525.13
"9360","30442","30442","GA",3329,776,2602.97553491089,78.1909142358331,29.8120358640469,319514.75
"9361","30445","30445","GA",984,238,775.648065015863,78.8260228674658,30.6840190460776,111543.51
"9362","30446","30446","GA",507,97,182.180684309776,35.9330738283581,53.2438443556747,39131.03
"9363","30449","30449","GA",23,3,11.0412535945319,48.0054504110081,27.1708277897515,1832.9
"9364","30450","30450","GA",800,130,452.691397375806,56.5864246719758,28.717135062339,51151.88
"9365","30452","30452","GA",532,83,351.939958325703,66.1541275048314,23.5835681730654,37927.75
"9366","30453","30453","GA",2231,539,1509.89142905223,67.6777870485088,35.6979309656942,212546.95
"9367","30454","30454","GA",133,27,153.19739362413,101,17.6243207284875,8979.98
"9368","30455","30455","GA",283,35,140.775983330281,49.7441637209474,24.8621953631713,11049.89
"9369","30456","30456","GA",914,207,523.079389040947,57.2296924552458,39.5733428494534,77058.13
"9370","30457","30457","GA",1820,449,1344.27262513425,73.8611332491348,33.4009628407897,201398.87
"9371","30458","30458","GA",16409,2501,9422.32978623362,57.4217184851827,26.5433290570455,1126056.36
"9372","30461","30461","GA",6712,592,2484.28205876967,37.0125455716577,23.8298222985673,238177.29
"9373","30464","30464","GA",30,13,17.9420370911143,59.8067903037142,72.4555407726707,4430.38
"9374","30467","30467","GA",3927,958,2647.14054928901,67.4087229256179,36.1899937748793,392105.16
"9375","30470","30470","GA",371,40,191.841781204991,51.7093749878682,20.850515330265,16222.96
"9376","30471","30471","GA",1490,393,1213.15773869919,81.4199824630327,32.3947980929006,138531.24
"9377","30473","30473","GA",1078,198,518.938918942997,48.1390462841371,38.1547794494383,76935.88
"9378","30474","30474","GA",6022,1911,3571.84553783106,59.3132769483736,53.5017536385524,765234.31
"9379","30477","30477","GA",1048,287,819.81307939399,78.2264388734724,35.0079801376372,120942.56
"9380","30501","30501","GA",10544,2508,5963.65709774652,56.5597220954715,42.0547318347276,954883.67
"9381","30504","30504","GA",8643,1499,3502.83770286523,40.5280308095017,42.7938753420935,530135.67
"9382","30506","30506","GA",16202,1169,4619.38447261227,28.5111990656232,25.3064019011808,404039.38
"9383","30507","30507","GA",8339,1550,4535.19491395396,54.3853569247387,34.1771418739013,551085.43
"9384","30510","30510","GA",2484,353,1467.10657137342,59.0622613274324,24.0609650919593,125441.55
"9385","30511","30511","GA",1092,139,444.410457179907,40.6969283131783,31.2773918242274,51901.13
"9386","30512","30512","GA",9519,696,4329.5515657558,45.4832604869819,16.0755678603056,252295.71
"9387","30513","30513","GA",5431,416,2371.10920942572,43.6587959754321,17.5445314094476,134515.33
"9388","30516","30516","GA",915,104,338.138391332538,36.955015446179,30.7566377157459,43274.39
"9389","30517","30517","GA",5533,412,1323.57027464451,23.9213857698266,31.1279278397709,107335.41
"9390","30518","30518","GA",17781,1806,6504.67852387858,36.5821861755727,27.7646311554091,627950.96
"9391","30519","30519","GA",16943,939,4813.98656721589,28.4128346055356,19.5056630692482,308334.88
"9392","30520","30520","GA",1595,267,859.837623674168,53.9083149638977,31.0523746168589,99916.69
"9393","30521","30521","GA",1683,256,774.267908316546,46.0052233105494,33.0634909764772,94999.18
"9394","30522","30522","GA",353,13,198.742564701573,56.3010098304741,6.54112520864388,5619.96
"9395","30523","30523","GA",4800,468,1737.61728443945,36.2003600924886,26.933433742343,161493.43
"9396","30525","30525","GA",3092,377,1607.8825547037,52.0013762840783,23.4469861556196,132530.42
"9397","30527","30527","GA",1499,92,485.815158159402,32.4092833995598,18.9372436110389,32879.5
"9398","30528","30528","GA",8431,1077,3446.25127819326,40.8759492135364,31.2513485831663,397865.52
"9399","30529","30529","GA",4135,718,1803.86480600664,43.6243000243444,39.8034263770295,295604.31
"9400","30530","30530","GA",2800,343,1507.1311156536,53.8261112733428,22.7584711401338,129543.56
"9401","30531","30531","GA",3806,646,1980.52486351915,52.0369118108027,32.6176162642127,226063.71
"9402","30533","30533","GA",9396,970,4506.21162326831,47.9588295366998,21.525842128481,367003.76
"9403","30534","30534","GA",10741,913,3432.44971120009,31.9565190503686,26.5990786994163,330186.3
"9404","30535","30535","GA",2937,293,1693.45227006132,57.659253321802,17.3019343491382,108176.41
"9405","30536","30536","GA",3598,198,1780.40214211826,49.4831056731034,11.1210830023169,78192.37
"9406","30537","30537","GA",608,32,314.675727444158,51.7558762243681,10.1691987049362,9636.28
"9407","30538","30538","GA",1268,179,474.77390456487,37.4427369530654,37.7021563904304,62189.16
"9408","30540","30540","GA",8127,685,3464.19331528437,42.6257329307785,19.7737232785974,257259.75
"9409","30541","30541","GA",709,36,162.858490519345,22.9701679152814,22.10508023573,10271.98
"9410","30542","30542","GA",12642,1179,3210.24448261014,25.3934858614945,36.7261747940579,387844.23
"9411","30543","30543","GA",1698,137,667.995842469177,39.3401556224486,20.5091096815204,46291.47
"9412","30545","30545","GA",375,43,125.5942596378,33.49180257008,34.2372335519213,15684.52
"9413","30546","30546","GA",3623,263,1577.51910731874,43.541791535157,16.6717473518919,89952.01
"9414","30547","30547","GA",1012,199,354.700271724336,35.0494339648553,56.1037066683326,70439.04
"9415","30548","30548","GA",7949,332,1766.6005751251,22.2241863772185,18.7931558879115,105939.17
"9416","30549","30549","GA",9347,922,2798.95778621383,29.9449854093701,32.9408326392517,355534.97
"9417","30552","30552","GA",633,62,208.403661596789,32.9231692885922,29.7499571384476,21850.71
"9418","30553","30553","GA",3362,543,1596.84130110917,47.4967668384643,34.0046314948662,220442.64
"9419","30554","30554","GA",2960,304,1202.11648510466,40.6120434156978,25.2887306485556,112767.69
"9420","30555","30555","GA",1313,118,858.457466974852,65.3813760072241,13.7455849054263,39097.96
"9421","30557","30557","GA",1867,331,812.912295897408,43.5410977984686,40.7177996532326,122652.06
"9422","30558","30558","GA",1759,295,1068.24128527096,60.7300332729367,27.6154838862246,103544.73
"9423","30559","30559","GA",1871,155,738.383834134318,39.4646624336888,20.9917921864747,47863.16
"9424","30560","30560","GA",1901,157,973.01047301812,51.1841385070026,16.1354892217153,39227.72
"9425","30562","30562","GA",244,9,162.858490519345,66.7452829997315,5.52627005893251,3719.97
"9426","30563","30563","GA",1955,193,926.08514524136,47.3700841555683,20.8404163474299,66436.61
"9427","30564","30564","GA",1706,165,619.690357993101,36.3241710429719,26.626200952095,62955.02
"9428","30565","30565","GA",1485,213,674.89662596576,45.4475842401185,31.5603889255191,74800.22
"9429","30566","30566","GA",2968,557,1381.5368560158,46.5477377363814,40.317418791586,205938.22
"9430","30567","30567","GA",1224,167,476.154061264186,38.9014755934793,35.0726820551768,55260.2
"9431","30568","30568","GA",748,59,398.865286102463,53.324236109955,14.7919616110297,21220.04
"9432","30571","30571","GA",1512,71,302.25431715031,19.9903648908935,23.4901524879435,24898.83
"9433","30572","30572","GA",467,32,233.246482184486,49.9457135298684,13.7193923356536,10004.71
"9434","30575","30575","GA",581,64,289.832906856461,49.8851819030054,22.081688616433,21874.58
"9435","30576","30576","GA",1052,78,546.542052929327,51.952666628263,14.2715459097685,26219.91
"9436","30577","30577","GA",8211,1845,4771.20170953708,58.1074376998792,38.669503247202,687146.53
"9437","30582","30582","GA",1869,159,886.060600961182,47.4082718545308,17.9445965465026,54041.68
"9438","30601","30601","GA",10110,3116,7710.93547908119,76.270380604166,40.4101423031398,1260683.11
"9439","30602","30602","GA",16.6808510638298,12,0,0,101,2640
"9440","30605","30605","GA",17251,3465,9685.93971580307,56.1471202585535,35.7735036730271,1365191.58
"9441","30606","30606","GA",20625,3018,10487.8107581059,50.8499915544531,28.7762629361653,1156248.83
"9442","30607","30607","GA",4379,920,2155.80476433235,49.2305267031821,42.6754785600877,347962.43
"9443","30609","30609","GA",16.6808510638298,2,0,0,101,760
"9444","30619","30619","GA",645,61,269.130556366714,41.7256676537541,22.6655794211944,25528.2
"9445","30620","30620","GA",4359,460,1377.39638591785,31.5989076833643,33.3963414383051,160559.78
"9446","30621","30621","GA",2014,80,345.039174829121,17.1320344999563,23.1857730472546,28305.1
"9447","30622","30622","GA",4202,314,919.184361744777,21.8749253152017,34.1607204243523,108734.11
"9448","30624","30624","GA",1234,184,630.731611587632,51.1127724139086,29.1724715583619,62889.73
"9449","30625","30625","GA",951,57,139.395826630965,14.6578156289132,40.8907507330914,14864.43
"9450","30627","30627","GA",871,146,483.054844760769,55.4597984799964,30.2243112937426,52076.94
"9451","30628","30628","GA",2105,479,1032.35721108873,49.0430979139539,46.3986684894509,165369.66
"9452","30629","30629","GA",1806,310,1066.86112857164,59.0731521911208,29.0572026384578,105967.47
"9453","30630","30630","GA",932,222,576.90550031429,61.8997317933787,38.4811723720883,90567.83
"9454","30631","30631","GA",614,166,447.17077057854,72.829115729404,37.1222832353807,67642.66
"9455","30633","30633","GA",2709,466,1577.51910731874,58.2325251871074,29.5400542432761,165513.63
"9456","30634","30634","GA",726,112,567.244403419074,78.1328379365116,19.7445755876864,35958.86
"9457","30635","30635","GA",6321,1211,3854.77766119093,60.9836681093329,31.4155602848923,442429.18
"9458","30641","30641","GA",712,46,295.353533653727,41.4822378727145,15.5745554931909,13078.63
"9459","30642","30642","GA",5660,807,2186.16821171731,38.6248800656768,36.9139024012281,307882.91
"9460","30643","30643","GA",6325,1002,3186.78181872176,50.3839022722808,31.4423784557021,391055.93
"9461","30646","30646","GA",2891,527,1378.77654261717,47.692028454416,38.2222922794769,195295.39
"9462","30648","30648","GA",1005,157,369.881995416817,36.8041786484395,42.4459697810049,58449.45
"9463","30650","30650","GA",5042,862,1750.0386947333,34.7092164762654,49.2560537429354,314138.68
"9464","30655","30655","GA",9205,1706,4112.86696396312,44.6807926557644,41.4795813953612,665410.37
"9465","30656","30656","GA",5983,623,2057.81363868088,34.3943446211077,30.2748503698014,227651.74
"9466","30660","30660","GA",308,66,191.841781204991,62.2862925990231,34.4033502949372,26119.98
"9467","30662","30662","GA",3083,525,2024.68987789728,65.6727174147674,25.9298970045345,209535.32
"9468","30663","30663","GA",1006,122,444.410457179907,44.1759897793148,27.4520992989622,42596.22
"9469","30665","30665","GA",94,28,89.7101854555713,95.436367505927,31.211617563612,6091.49
"9470","30666","30666","GA",3314,385,1221.43867889509,36.8569305641245,31.5202070028003,132719.89
"9471","30667","30667","GA",382,32,264.990086268765,69.3691325310902,12.0759234621118,11844.98
"9472","30668","30668","GA",854,118,449.931083977173,52.6851386390133,26.2262386845863,43845.89
"9473","30669","30669","GA",1065,440,681.797409462342,64.0185360997504,64.5352994736338,162831.69
"9474","30673","30673","GA",2955,672,1839.74888018887,62.2588453532613,36.5267242304837,288349.04
"9475","30677","30677","GA",6944,387,1599.6016145078,23.0357375361147,24.1935239680963,129250.07
"9476","30678","30678","GA",454,67,255.328989373549,56.2398655007818,26.2406553068591,21307.46
"9477","30680","30680","GA",16081,2082,6314.21689937291,39.2650761729551,32.973210030317,743855.75
"9478","30683","30683","GA",2809,455,1124.82770994293,40.0437062991432,40.4506393270738,171440.26
"9479","30701","30701","GA",14424,2090,8224.35377122692,57.0185369608078,25.4123309640681,740486.73
"9480","30705","30705","GA",11792,3940,5867.04612879437,49.7544617435072,67.1547472698947,1437642.53
"9481","30707","30707","GA",6389,646,2738.2308914439,42.8585207613696,23.5918746669079,246536.15
"9482","30708","30708","GA",135,36,37.264230881545,27.6031339863296,96.6073876968943,13347.66
"9483","30710","30710","GA",2447,408,821.193236093307,33.5591841476627,49.6837993869742,144114.2
"9484","30711","30711","GA",1421,340,743.904460931584,52.3507713533838,45.7047938083637,127950.67
"9485","30720","30720","GA",8962,1700,4067.32179288567,45.384086062103,41.7965454066984,633922.24
"9486","30721","30721","GA",18395,4710,12001.8426572561,65.2451354023165,39.2439739005611,1720511.46
